"","subject","type","item","condition","question","correct_answer","response","rt","group","disamb_type","z_scored_rt"
"3709","L1 21","gap",2,"0.5","0","-","-",4685,"L1","0.5",-0.333747033052422
"3729","L1 21","gap",6,"0.5","0","-","-",2551,"L1","0.5",-1.05886578334939
"3742","L1 21","gap",9,"-0.5","0","-","-",3868,"L1","0.5",-0.61135810099648
"3771","L1 21","gap",4,"0.5","0","-","-",3895,"L1","0.5",-0.602183683818402
"3795","L1 22","gap",4,"-0.5","0","-","-",5173,"L1","0.5",-0.167927937389386
"3798","L1 22","gap",7,"0.5","0","-","-",10419,"L1","0.5",1.61462734098825
"3804","L1 22","gap",3,"0.5","0","-","-",11731,"L1","0.5",2.06043605719707
"3828","L1 22","gap",1,"0.5","0","-","-",5146,"L1","0.5",-0.177102354567464
"3832","L1 22","gap",5,"0.5","0","-","-",10486,"L1","0.5",1.63739348731904
"3835","L1 22","gap",12,"-0.5","0","-","-",10904,"L1","0.5",1.77942705696483
"3843","L1 22","gap",9,"0.5","0","-","-",8018,"L1","0.5",0.798783798596961
"3871","L1 22","gap",8,"-0.5","0","-","-",6545,"L1","0.5",0.298268372548494
"3915","L1 22","gap",11,"0.5","0","-","-",8329,"L1","0.5",0.904459492759265
"3925","L1 22","gap",2,"-0.5","0","-","-",7488,"L1","0.5",0.618693387323582
"3948","L1 22","gap",10,"-0.5","0","-","-",7280,"L1","0.5",0.548016395729501
"3951","L1 22","gap",6,"-0.5","0","-","-",5567,"L1","0.5",-0.0340494052352134
"3992","L1 23","gap",9,"-0.5","0","-","-",12477,"L1","0.5",2.31392180589507
"4011","L1 23","gap",4,"0.5","0","-","-",6172,"L1","0.5",0.171525498199493
"4015","L1 23","gap",10,"0.5","0","-","-",4638,"L1","0.5",-0.349717314806854
"4059","L1 23","gap",3,"-0.5","0","-","-",12483,"L1","0.5",2.31596056526798
"4062","L1 23","gap",12,"0.5","0","-","-",6464,"L1","0.5",0.270745121014261
"4069","L1 23","gap",11,"-0.5","0","-","-",6594,"L1","0.5",0.314918240760561
"4076","L1 23","gap",5,"-0.5","0","-","-",7002,"L1","0.5",0.453553878118181
"4092","L1 23","gap",6,"0.5","0","-","-",6164,"L1","0.5",0.168807152368952
"4096","L1 23","gap",8,"0.5","0","-","-",14708,"L1","0.5",3.07200049938735
"4103","L1 23","gap",2,"0.5","0","-","-",7966,"L1","0.5",0.781114550698441
"4114","L1 23","gap",1,"-0.5","0","-","-",6515,"L1","0.5",0.288074575683963
"4134","L1 23","gap",7,"-0.5","0","-","-",5643,"L1","0.5",-0.00822511984506843
"4163","L1 24","gap",11,"0.5","0","-","-",4554,"L1","0.5",-0.37825994602754
"4173","L1 24","gap",1,"0.5","0","-","-",3539,"L1","0.5",-0.723150073277502
"4188","L1 24","gap",5,"0.5","0","-","-",4352,"L1","0.5",-0.446898178248715
"4198","L1 24","gap",4,"-0.5","0","-","-",4258,"L1","0.5",-0.478838741757578
"4212","L1 24","gap",10,"-0.5","0","-","-",4106,"L1","0.5",-0.530487312537868
"4221","L1 24","gap",7,"0.5","0","-","-",5230,"L1","0.5",-0.148559723346777
"4224","L1 24","gap",12,"-0.5","0","-","-",5151,"L1","0.5",-0.175403388423375
"4242","L1 24","gap",9,"0.5","0","-","-",7268,"L1","0.5",0.543938876983689
"4281","L1 24","gap",8,"-0.5","0","-","-",5181,"L1","0.5",-0.165209591558844
"4295","L1 24","gap",6,"-0.5","0","-","-",3627,"L1","0.5",-0.693248269141545
"4303","L1 24","gap",2,"-0.5","0","-","-",6168,"L1","0.5",0.170166325284222
"4314","L1 24","gap",3,"0.5","0","-","-",5223,"L1","0.5",-0.150938275948501
"4334","L1 25","gap",8,"0.5","0","-","-",3407,"L1","0.5",-0.768002779481438
"4344","L1 25","gap",9,"-0.5","0","-","-",7030,"L1","0.5",0.463068088525077
"4347","L1 25","gap",4,"0.5","0","-","-",6013,"L1","0.5",0.117498374817479
"4352","L1 25","gap",12,"0.5","0","-","-",5647,"L1","0.5",-0.00686594692979764
"4356","L1 25","gap",3,"-0.5","0","-","-",5275,"L1","0.5",-0.133269028049981
"4363","L1 25","gap",5,"-0.5","0","-","-",4737,"L1","0.5",-0.316077785153902
"4367","L1 25","gap",10,"0.5","0","-","-",4378,"L1","0.5",-0.438063554299455
"4379","L1 25","gap",2,"0.5","0","-","-",7255,"L1","0.5",0.539521565009059
"4412","L1 25","gap",6,"0.5","0","-","-",2929,"L1","0.5",-0.930423942856297
"4463","L1 25","gap",11,"-0.5","0","-","-",4012,"L1","0.5",-0.562427876046732
"4483","L1 25","gap",1,"-0.5","0","-","-",3199,"L1","0.5",-0.838679771075519
"4498","L1 25","gap",7,"-0.5","0","-","-",4409,"L1","0.5",-0.427529964206106
"4515","L1 26","gap",1,"0.5","0","-","-",4352,"L1","0.5",-0.446898178248715
"4543","L1 26","gap",4,"-0.5","0","-","-",4763,"L1","0.5",-0.307243161204642
"4550","L1 26","gap",5,"0.5","0","-","-",6831,"L1","0.5",0.395449235990355
"4565","L1 26","gap",6,"-0.5","0","-","-",8473,"L1","0.5",0.953389717709013
"4572","L1 26","gap",10,"-0.5","0","-","-",6967,"L1","0.5",0.441661115109562
"4576","L1 26","gap",7,"0.5","0","-","-",7015,"L1","0.5",0.457971190092811
"4593","L1 26","gap",9,"0.5","0","-","-",3621,"L1","0.5",-0.695287028514451
"4596","L1 26","gap",2,"-0.5","0","-","-",3700,"L1","0.5",-0.668443363437853
"4619","L1 26","gap",11,"0.5","0","-","-",7648,"L1","0.5",0.673060303934413
