"","subject","type","item","condition","question","correct_answer","response","rt","group","disamb_type","z_scored_rt"
"4632","L1 26","gap",3,"0.5","0","-","-",4857,"L1","0.5",-0.275302597695778
"4655","L1 26","gap",12,"-0.5","0","-","-",4815,"L1","0.5",-0.289573913306121
"4670","L1 26","gap",8,"-0.5","0","-","-",4612,"L1","0.5",-0.358551938756114
"4694","L1 27","gap",2,"0.5","0","-","-",6417,"L1","0.5",0.254774839259829
"4703","L1 27","gap",4,"0.5","0","-","-",10643,"L1","0.5",1.69074102424341
"4707","L1 27","gap",10,"0.5","0","-","-",9159,"L1","0.5",1.18648787267795
"4722","L1 27","gap",12,"0.5","0","-","-",4335,"L1","0.5",-0.452674663138616
"4742","L1 27","gap",9,"-0.5","0","-","-",4123,"L1","0.5",-0.524710827647967
"4753","L1 27","gap",8,"0.5","0","-","-",8270,"L1","0.5",0.884411692259021
"4759","L1 27","gap",5,"-0.5","0","-","-",5165,"L1","0.5",-0.170646283219927
"4784","L1 27","gap",6,"0.5","0","-","-",3929,"L1","0.5",-0.5906307140386
"4792","L1 27","gap",7,"-0.5","0","-","-",3156,"L1","0.5",-0.85329087991468
"4805","L1 27","gap",1,"-0.5","0","-","-",5926,"L1","0.5",0.0879363639103397
"4811","L1 27","gap",11,"-0.5","0","-","-",7299,"L1","0.5",0.554472467077037
"4814","L1 27","gap",3,"-0.5","0","-","-",2630,"L1","0.5",-1.03202211827279
"4885","L1 28","gap",11,"0.5","0","-","-",3799,"L1","0.5",-0.634803833784901
"4903","L1 28","gap",8,"-0.5","0","-","-",3981,"L1","0.5",-0.57296146614008
"4915","L1 28","gap",7,"0.5","0","-","-",8706,"L1","0.5",1.03256154002354
"4919","L1 28","gap",2,"-0.5","0","-","-",6644,"L1","0.5",0.331907902201446
"4963","L1 28","gap",6,"-0.5","0","-","-",6529,"L1","0.5",0.292831680887411
"4980","L1 28","gap",1,"0.5","0","-","-",4672,"L1","0.5",-0.338164345027052
"4986","L1 28","gap",12,"-0.5","0","-","-",5223,"L1","0.5",-0.150938275948501
"4995","L1 28","gap",4,"-0.5","0","-","-",7477,"L1","0.5",0.614955661806587
"5011","L1 28","gap",10,"-0.5","0","-","-",3821,"L1","0.5",-0.627328382750912
"5022","L1 28","gap",3,"0.5","0","-","-",7260,"L1","0.5",0.541220531153147
"5031","L1 28","gap",5,"0.5","0","-","-",10316,"L1","0.5",1.57962863842003
"5034","L1 28","gap",9,"0.5","0","-","-",6326,"L1","0.5",0.223853655437418
"5058","L1 29","gap",1,"-0.5","0","-","-",6933,"L1","0.5",0.43010814532976
"5065","L1 29","gap",6,"0.5","0","-","-",4438,"L1","0.5",-0.417675960570393
"5102","L1 29","gap",3,"-0.5","0","-","-",7816,"L1","0.5",0.730145566375786
"5118","L1 29","gap",9,"-0.5","0","-","-",6284,"L1","0.5",0.209582339827075
"5141","L1 29","gap",4,"0.5","0","-","-",4050,"L1","0.5",-0.549515733351659
"5157","L1 29","gap",10,"0.5","0","-","-",3936,"L1","0.5",-0.588252161436877
"5164","L1 29","gap",2,"0.5","0","-","-",5582,"L1","0.5",-0.0289525068029479
"5187","L1 29","gap",12,"0.5","0","-","-",3995,"L1","0.5",-0.568204360936633
"5195","L1 29","gap",8,"0.5","0","-","-",4049,"L1","0.5",-0.549855526580477
"5204","L1 29","gap",11,"-0.5","0","-","-",3458,"L1","0.5",-0.750673324811736
"5207","L1 29","gap",7,"-0.5","0","-","-",5559,"L1","0.5",-0.036767751065755
"5218","L1 29","gap",5,"-0.5","0","-","-",4671,"L1","0.5",-0.33850413825587
"5249","L1 30","gap",11,"0.5","0","-","-",3600,"L1","0.5",-0.702422686319623
"5256","L1 30","gap",1,"0.5","0","-","-",3287,"L1","0.5",-0.808777966939562
"5272","L1 30","gap",12,"-0.5","0","-","-",5085,"L1","0.5",-0.197829741525343
"5279","L1 30","gap",5,"0.5","0","-","-",4827,"L1","0.5",-0.285496394560309
"5292","L1 30","gap",6,"-0.5","0","-","-",5363,"L1","0.5",-0.103367223914023
"5298","L1 30","gap",8,"-0.5","0","-","-",3177,"L1","0.5",-0.846155222109508
"5317","L1 30","gap",9,"0.5","0","-","-",3595,"L1","0.5",-0.704121652463711
"5343","L1 30","gap",2,"-0.5","0","-","-",3839,"L1","0.5",-0.621212104632193
"5351","L1 30","gap",10,"-0.5","0","-","-",4473,"L1","0.5",-0.405783197561774
"5358","L1 30","gap",4,"-0.5","0","-","-",3911,"L1","0.5",-0.596746992157319
"5361","L1 30","gap",7,"0.5","0","-","-",3082,"L1","0.5",-0.87843557884719
"5371","L1 30","gap",3,"0.5","0","-","-",5412,"L1","0.5",-0.0867173557019564
"5428","L1 31","gap",7,"-0.5","0","-","-",15972,"L1","0.5",3.50149914061292
"5435","L1 31","gap",3,"-0.5","0","-","-",4782,"L1","0.5",-0.300787089857105
"5441","L1 31","gap",12,"0.5","0","-","-",4428,"L1","0.5",-0.42107389285857
"5448","L1 31","gap",10,"0.5","0","-","-",4643,"L1","0.5",-0.348018348662765
"5454","L1 31","gap",11,"-0.5","0","-","-",7523,"L1","0.5",0.630586150332201
"5460","L1 31","gap",6,"0.5","0","-","-",7583,"L1","0.5",0.650973744061263
"5486","L1 31","gap",1,"-0.5","0","-","-",10813,"L1","0.5",1.74850587314242
"5519","L1 31","gap",9,"-0.5","0","-","-",5955,"L1","0.5",0.0977903675460529
"5522","L1 31","gap",4,"0.5","0","-","-",7240,"L1","0.5",0.534424666576793
"5547","L1 31","gap",2,"0.5","0","-","-",5467,"L1","0.5",-0.068028728116983
"5558","L1 31","gap",8,"0.5","0","-","-",4580,"L1","0.5",-0.36942532207828
"5570","L1 31","gap",5,"-0.5","0","-","-",6963,"L1","0.5",0.440301942194291
"5607","L1 32","gap",4,"-0.5","0","-","-",6952,"L1","0.5",0.436564216677297
"5614","L1 32","gap",10,"-0.5","0","-","-",7475,"L1","0.5",0.614276075348952
"5617","L1 32","gap",11,"0.5","0","-","-",2891,"L1","0.5",-0.94333608555137
"5681","L1 32","gap",8,"-0.5","0","-","-",6192,"L1","0.5",0.178321362775847
"5685","L1 32","gap",5,"0.5","0","-","-",5695,"L1","0.5",0.00944412805345179
"5696","L1 32","gap",6,"-0.5","0","-","-",2443,"L1","0.5",-1.0955634520617
"5699","L1 32","gap",9,"0.5","0","-","-",3729,"L1","0.5",-0.65858935980214
"5710","L1 32","gap",3,"0.5","0","-","-",9055,"L1","0.5",1.15114937688091
"5718","L1 32","gap",2,"-0.5","0","-","-",9792,"L1","0.5",1.40157698651956
"5738","L1 32","gap",7,"0.5","0","-","-",7556,"L1","0.5",0.641799326883185
"5746","L1 32","gap",1,"0.5","0","-","-",3480,"L1","0.5",-0.743197873777746
"5750","L1 32","gap",12,"-0.5","0","-","-",5079,"L1","0.5",-0.199868500898249
"5774","L1 33","gap",4,"0.5","0","-","-",9451,"L1","0.5",1.28570749549272
"5778","L1 33","gap",6,"0.5","0","-","-",5464,"L1","0.5",-0.0690481078034361
"5794","L1 33","gap",9,"-0.5","0","-","-",8764,"L1","0.5",1.05226954729496
"5828","L1 33","gap",7,"-0.5","0","-","-",12402,"L1","0.5",2.28843731373374
"5835","L1 33","gap",1,"-0.5","0","-","-",5635,"L1","0.5",-0.01094346567561
"5847","L1 33","gap",10,"0.5","0","-","-",17818,"L1","0.5",4.12875744101039
"5851","L1 33","gap",11,"-0.5","0","-","-",6210,"L1","0.5",0.184437640894566
"5861","L1 33","gap",5,"-0.5","0","-","-",16114,"L1","0.5",3.54974977910503
"5885","L1 33","gap",3,"-0.5","0","-","-",3866,"L1","0.5",-0.612037687454115
"5892","L1 33","gap",8,"0.5","0","-","-",4400,"L1","0.5",-0.430588103265465
"5930","L1 33","gap",2,"0.5","0","-","-",4737,"L1","0.5",-0.316077785153902
"5934","L1 33","gap",12,"0.5","0","-","-",4519,"L1","0.5",-0.390152709036159
"5954","L1 34","gap",8,"-0.5","0","-","-",3099,"L1","0.5",-0.872659093957289
"5958","L1 34","gap",10,"-0.5","0","-","-",3405,"L1","0.5",-0.768682365939074
"5962","L1 34","gap",2,"-0.5","0","-","-",3470,"L1","0.5",-0.746595806065923
"5965","L1 34","gap",12,"-0.5","0","-","-",4312,"L1","0.5",-0.460489907401423
"5979","L1 34","gap",5,"0.5","0","-","-",4145,"L1","0.5",-0.517235376613978
"5987","L1 34","gap",4,"-0.5","0","-","-",3345,"L1","0.5",-0.789069959668135
"6013","L1 34","gap",3,"0.5","0","-","-",4467,"L1","0.5",-0.40782195693468
"6023","L1 34","gap",7,"0.5","0","-","-",5980,"L1","0.5",0.106285198266495
"6040","L1 34","gap",9,"0.5","0","-","-",5607,"L1","0.5",-0.0204576760825055
"6049","L1 34","gap",11,"0.5","0","-","-",2580,"L1","0.5",-1.04901177971367
"6071","L1 34","gap",6,"-0.5","0","-","-",3633,"L1","0.5",-0.691209509768639
"6118","L1 34","gap",1,"0.5","0","-","-",3704,"L1","0.5",-0.667084190522582
"6135","L1 35","gap",10,"0.5","0","-","-",6286,"L1","0.5",0.210261926284711
"6139","L1 35","gap",8,"0.5","0","-","-",3309,"L1","0.5",-0.801302515905572
"6155","L1 35","gap",6,"0.5","0","-","-",4299,"L1","0.5",-0.464907219376053
"6163","L1 35","gap",9,"-0.5","0","-","-",5811,"L1","0.5",0.0488601425963046
"6170","L1 35","gap",11,"-0.5","0","-","-",6611,"L1","0.5",0.320694725650462
"6207","L1 35","gap",5,"-0.5","0","-","-",9350,"L1","0.5",1.25138837938213
"6210","L1 35","gap",2,"0.5","0","-","-",5300,"L1","0.5",-0.124774197329538
"6230","L1 35","gap",4,"0.5","0","-","-",6573,"L1","0.5",0.307782582955389
"6237","L1 35","gap",3,"-0.5","0","-","-",7425,"L1","0.5",0.597286413908067
"6258","L1 35","gap",1,"-0.5","0","-","-",4796,"L1","0.5",-0.296029984653657
"6268","L1 35","gap",7,"-0.5","0","-","-",2657,"L1","0.5",-1.02284770109471
"6286","L1 35","gap",12,"0.5","0","-","-",9332,"L1","0.5",1.24527210126341
"6321","L1 36","gap",3,"0.5","0","-","-",4765,"L1","0.5",-0.306563574747006
"6324","L1 36","gap",7,"0.5","0","-","-",4808,"L1","0.5",-0.291952465907845
"6331","L1 36","gap",6,"-0.5","0","-","-",6226,"L1","0.5",0.189874332555649
"6347","L1 36","gap",1,"0.5","0","-","-",3717,"L1","0.5",-0.662666878547952
"6388","L1 36","gap",5,"0.5","0","-","-",3906,"L1","0.5",-0.598445958301408
"6397","L1 36","gap",12,"-0.5","0","-","-",4011,"L1","0.5",-0.562767669275549
"6407","L1 36","gap",10,"-0.5","0","-","-",4186,"L1","0.5",-0.503303854232452
"6413","L1 36","gap",11,"0.5","0","-","-",3314,"L1","0.5",-0.799603549761484
"6440","L1 36","gap",8,"-0.5","0","-","-",3068,"L1","0.5",-0.883192684050637
"6443","L1 36","gap",2,"-0.5","0","-","-",3352,"L1","0.5",-0.786691407066411
"6446","L1 36","gap",4,"-0.5","0","-","-",3979,"L1","0.5",-0.573641052597716
"6449","L1 36","gap",9,"0.5","0","-","-",3825,"L1","0.5",-0.625969209835641
"6516","L1 37","gap",9,"-0.5","0","-","-",3744,"L1","0.5",-0.653492461369874
"6527","L1 37","gap",6,"0.5","0","-","-",3529,"L1","0.5",-0.726548005565679
"6541","L1 37","gap",12,"0.5","0","-","-",4942,"L1","0.5",-0.246420173246274
"6547","L1 37","gap",2,"0.5","0","-","-",4863,"L1","0.5",-0.273263838322872
"6571","L1 37","gap",8,"0.5","0","-","-",3862,"L1","0.5",-0.613396860369386
"6588","L1 37","gap",11,"-0.5","0","-","-",4351,"L1","0.5",-0.447237971477533
"6605","L1 37","gap",5,"-0.5","0","-","-",4711,"L1","0.5",-0.324912409103162
"6609","L1 37","gap",1,"-0.5","0","-","-",4423,"L1","0.5",-0.422772859002658
"6617","L1 37","gap",4,"0.5","0","-","-",3291,"L1","0.5",-0.807418794024291
"6620","L1 37","gap",7,"-0.5","0","-","-",4860,"L1","0.5",-0.274283218009325
"6638","L1 37","gap",10,"0.5","0","-","-",4235,"L1","0.5",-0.486653986020385
"6658","L1 37","gap",3,"-0.5","0","-","-",5031,"L1","0.5",-0.216178575881499
"6675","L1 38","gap",8,"-0.5","0","-","-",5318,"L1","0.5",-0.11865791921082
"6686","L1 38","gap",4,"-0.5","0","-","-",4943,"L1","0.5",-0.246080380017456
"6694","L1 38","gap",7,"0.5","0","-","-",5695,"L1","0.5",0.00944412805345179
"6707","L1 38","gap",5,"0.5","0","-","-",7373,"L1","0.5",0.579617166009547
"6722","L1 38","gap",2,"-0.5","0","-","-",5793,"L1","0.5",0.0427438644775861
"6739","L1 38","gap",6,"-0.5","0","-","-",4358,"L1","0.5",-0.444859418875809
"6763","L1 38","gap",3,"0.5","0","-","-",7026,"L1","0.5",0.461708915609806
"6774","L1 38","gap",11,"0.5","0","-","-",5804,"L1","0.5",0.0464815899945807
"6778","L1 38","gap",12,"-0.5","0","-","-",4955,"L1","0.5",-0.242002861271644
"6787","L1 38","gap",1,"0.5","0","-","-",3820,"L1","0.5",-0.627668175979729
"6811","L1 38","gap",10,"-0.5","0","-","-",5297,"L1","0.5",-0.125793577015991
"6818","L1 38","gap",9,"0.5","0","-","-",3769,"L1","0.5",-0.644997630649432
"6855","L1 39","gap",5,"-0.5","0","-","-",7926,"L1","0.5",0.767522821545733
"6871","L1 39","gap",3,"-0.5","0","-","-",4466,"L1","0.5",-0.408161750163497
"6890","L1 39","gap",4,"0.5","0","-","-",3357,"L1","0.5",-0.784992440922323
"6910","L1 39","gap",9,"-0.5","0","-","-",6874,"L1","0.5",0.410060344829516
"6913","L1 39","gap",12,"0.5","0","-","-",6266,"L1","0.5",0.203466061708357
"6946","L1 39","gap",11,"-0.5","0","-","-",3844,"L1","0.5",-0.619513138488105
"6957","L1 39","gap",2,"0.5","0","-","-",4320,"L1","0.5",-0.457771561570881
"6967","L1 39","gap",10,"0.5","0","-","-",3224,"L1","0.5",-0.830184940355077
"6973","L1 39","gap",7,"-0.5","0","-","-",8019,"L1","0.5",0.799123591825779
"6980","L1 39","gap",6,"0.5","0","-","-",3418,"L1","0.5",-0.764265053964443
"7003","L1 39","gap",8,"0.5","0","-","-",4800,"L1","0.5",-0.294670811738387
"7010","L1 39","gap",1,"-0.5","0","-","-",3803,"L1","0.5",-0.63344466086963
"7034","L1 40","gap",8,"-0.5","0","-","-",3861,"L1","0.5",-0.613736653598204
"7044","L1 40","gap",4,"-0.5","0","-","-",3732,"L1","0.5",-0.657569980115687
"7052","L1 40","gap",10,"-0.5","0","-","-",4724,"L1","0.5",-0.320495097128532
"7055","L1 40","gap",7,"0.5","0","-","-",6455,"L1","0.5",0.267686981954901
"7061","L1 40","gap",12,"-0.5","0","-","-",6869,"L1","0.5",0.408361378685428
"7073","L1 40","gap",11,"0.5","0","-","-",5763,"L1","0.5",0.0325500676130552
"7093","L1 40","gap",9,"0.5","0","-","-",7475,"L1","0.5",0.614276075348952
"7107","L1 40","gap",5,"0.5","0","-","-",6251,"L1","0.5",0.198369163276091
"7113","L1 40","gap",3,"0.5","0","-","-",5491,"L1","0.5",-0.0598736906253583
"7124","L1 40","gap",6,"-0.5","0","-","-",6347,"L1","0.5",0.23098931324259
"7146","L1 40","gap",1,"0.5","0","-","-",4868,"L1","0.5",-0.271564872178783
"7162","L1 40","gap",2,"-0.5","0","-","-",5846,"L1","0.5",0.060752905604924
