"","subject","type","item","condition","question","correct_answer","response","rt","group","disamb_type","z_scored_rt"
"2104","L1 12","gap",18,"-0.5","0","-","-",3115,"L1","-0.5",-0.82805774755444
"2124","L1 12","gap",16,"-0.5","0","-","-",3813,"L1","-0.5",-0.576281528329084
"2127","L1 12","gap",22,"-0.5","0","-","-",3303,"L1","-0.5",-0.76024409538486
"2149","L1 12","gap",19,"0.5","0","-","-",4786,"L1","-0.5",-0.225309807259926
"2182","L1 13","gap",18,"0.5","0","-","-",7209,"L1","-0.5",0.648692741712909
"2186","L1 13","gap",16,"0.5","0","-","-",4973,"L1","-0.5",-0.157856866006142
"2194","L1 13","gap",22,"0.5","0","-","-",4127,"L1","-0.5",-0.463018300769253
"2236","L1 13","gap",23,"-0.5","0","-","-",4120,"L1","-0.5",-0.465543277179822
"2243","L1 13","gap",19,"-0.5","0","-","-",3823,"L1","-0.5",-0.572674419171127
"2248","L1 13","gap",20,"0.5","0","-","-",3663,"L1","-0.5",-0.63038816569843
"2255","L1 13","gap",13,"-0.5","0","-","-",3910,"L1","-0.5",-0.541292569496907
"2289","L1 13","gap",17,"-0.5","0","-","-",5029,"L1","-0.5",-0.137657054721586
"2300","L1 13","gap",15,"-0.5","0","-","-",5997,"L1","-0.5",0.211511111768593
"2310","L1 13","gap",21,"-0.5","0","-","-",3682,"L1","-0.5",-0.623534658298312
"2319","L1 13","gap",24,"0.5","0","-","-",6131,"L1","-0.5",0.259846374485209
"2327","L1 13","gap",14,"0.5","0","-","-",6430,"L1","-0.5",0.367698938308106
"2387","L1 14","gap",18,"-0.5","0","-","-",4799,"L1","-0.5",-0.220620565354583
"2399","L1 14","gap",21,"0.5","0","-","-",4076,"L1","-0.5",-0.48141455747483
"2438","L1 14","gap",19,"0.5","0","-","-",4799,"L1","-0.5",-0.220620565354583
"2445","L1 14","gap",23,"0.5","0","-","-",4628,"L1","-0.5",-0.282302131955637
"2455","L1 14","gap",24,"-0.5","0","-","-",4136,"L1","-0.5",-0.459771902527092
"2463","L1 14","gap",15,"0.5","0","-","-",4846,"L1","-0.5",-0.203667152312188
"2474","L1 14","gap",22,"-0.5","0","-","-",3683,"L1","-0.5",-0.623173947382517
"2490","L1 14","gap",17,"0.5","0","-","-",4317,"L1","-0.5",-0.394483226768081
"2493","L1 14","gap",20,"-0.5","0","-","-",4260,"L1","-0.5",-0.415043748968433
"2499","L1 14","gap",13,"0.5","0","-","-",2267,"L1","-0.5",-1.13394060414914
"2510","L1 14","gap",14,"-0.5","0","-","-",3178,"L1","-0.5",-0.805332959859315
"2514","L1 14","gap",16,"-0.5","0","-","-",5187,"L1","-0.5",-0.0806647300258747
"2535","L1 15","gap",23,"-0.5","0","-","-",7152,"L1","-0.5",0.628132219512557
"2569","L1 15","gap",22,"0.5","0","-","-",5523,"L1","-0.5",0.0405341376814603
"2573","L1 15","gap",17,"-0.5","0","-","-",3898,"L1","-0.5",-0.545621100486454
"2580","L1 15","gap",19,"-0.5","0","-","-",1303,"L1","-0.5",-1.48166592697614
"2597","L1 15","gap",13,"-0.5","0","-","-",4147,"L1","-0.5",-0.45580408245334
"2604","L1 15","gap",15,"-0.5","0","-","-",15349,"L1","-0.5",3.58487959628942
"2608","L1 15","gap",18,"0.5","0","-","-",8551,"L1","-0.5",1.13276679071066
"2655","L1 15","gap",24,"0.5","0","-","-",12662,"L1","-0.5",2.61564936554653
"2659","L1 15","gap",21,"-0.5","0","-","-",1826,"L1","-0.5",-1.29301411801502
"2667","L1 15","gap",14,"0.5","0","-","-",22631,"L1","-0.5",6.21157648511327
"2684","L1 15","gap",20,"0.5","0","-","-",11467,"L1","-0.5",2.18459982117074
"2694","L1 15","gap",16,"0.5","0","-","-",7843,"L1","-0.5",0.877383462327344
"2715","L1 16","gap",23,"0.5","0","-","-",4245,"L1","-0.5",-0.420454412705367
"2718","L1 16","gap",16,"-0.5","0","-","-",4141,"L1","-0.5",-0.457968347948114
"2721","L1 16","gap",18,"-0.5","0","-","-",3509,"L1","-0.5",-0.685937646730958
"2734","L1 16","gap",20,"-0.5","0","-","-",3936,"L1","-0.5",-0.53191408568622
"2748","L1 16","gap",14,"-0.5","0","-","-",3600,"L1","-0.5",-0.653112953393555
"2760","L1 16","gap",19,"0.5","0","-","-",3578,"L1","-0.5",-0.661048593541059
"2782","L1 16","gap",21,"0.5","0","-","-",3987,"L1","-0.5",-0.513517828980642
"2785","L1 16","gap",13,"0.5","0","-","-",4188,"L1","-0.5",-0.441014934905719
"2792","L1 16","gap",22,"-0.5","0","-","-",8355,"L1","-0.5",1.06206745121471
"2829","L1 16","gap",24,"-0.5","0","-","-",8720,"L1","-0.5",1.19372693548012
"2867","L1 16","gap",15,"0.5","0","-","-",8336,"L1","-0.5",1.05521394381459
"2873","L1 16","gap",17,"0.5","0","-","-",4257,"L1","-0.5",-0.41612588171582
"2907","L1 17","gap",16,"0.5","0","-","-",3096,"L1","-0.5",-0.834911254954557
"2922","L1 17","gap",13,"-0.5","0","-","-",3464,"L1","-0.5",-0.702169637941762
"2929","L1 17","gap",19,"-0.5","0","-","-",3049,"L1","-0.5",-0.851864667996952
"2953","L1 17","gap",18,"0.5","0","-","-",3456,"L1","-0.5",-0.705055325268127
"2990","L1 17","gap",15,"-0.5","0","-","-",6177,"L1","-0.5",0.276439076611809
"2998","L1 17","gap",24,"0.5","0","-","-",4707,"L1","-0.5",-0.253805969607782
"3001","L1 17","gap",23,"-0.5","0","-","-",2602,"L1","-0.5",-1.0131024473576
"3014","L1 17","gap",17,"-0.5","0","-","-",4099,"L1","-0.5",-0.473118206411531
"3018","L1 17","gap",22,"0.5","0","-","-",2984,"L1","-0.5",-0.875310877523669
"3035","L1 17","gap",14,"0.5","0","-","-",2535,"L1","-0.5",-1.03727007871591
"3047","L1 17","gap",20,"0.5","0","-","-",3883,"L1","-0.5",-0.551031764223389
"3058","L1 17","gap",21,"-0.5","0","-","-",2309,"L1","-0.5",-1.11879074568573
"3090","L1 18","gap",14,"-0.5","0","-","-",3022,"L1","-0.5",-0.861603862723435
"3094","L1 18","gap",22,"-0.5","0","-","-",3860,"L1","-0.5",-0.559328115286689
"3105","L1 18","gap",24,"-0.5","0","-","-",4566,"L1","-0.5",-0.304666208734967
"3115","L1 18","gap",20,"-0.5","0","-","-",2681,"L1","-0.5",-0.984606285009748
"3131","L1 18","gap",17,"0.5","0","-","-",4557,"L1","-0.5",-0.307912606977128
"3146","L1 18","gap",21,"0.5","0","-","-",4990,"L1","-0.5",-0.151724780437616
"3174","L1 18","gap",15,"0.5","0","-","-",10828,"L1","-0.5",1.95410554597733
"3194","L1 18","gap",19,"0.5","0","-","-",8199,"L1","-0.5",1.00579654835059
"3210","L1 18","gap",16,"-0.5","0","-","-",5258,"L1","-0.5",-0.0550542550043842
"3213","L1 18","gap",13,"0.5","0","-","-",3158,"L1","-0.5",-0.812547178175228
"3217","L1 18","gap",23,"0.5","0","-","-",3349,"L1","-0.5",-0.74365139325826
"3220","L1 18","gap",18,"-0.5","0","-","-",3516,"L1","-0.5",-0.683412670320389
"3262","L1 19","gap",16,"0.5","0","-","-",4122,"L1","-0.5",-0.464821855348231
"3288","L1 19","gap",23,"-0.5","0","-","-",5770,"L1","-0.5",0.129629733882983
"3292","L1 19","gap",15,"-0.5","0","-","-",4617,"L1","-0.5",-0.286269952029389
"3298","L1 19","gap",20,"0.5","0","-","-",4074,"L1","-0.5",-0.482135979306422
"3315","L1 19","gap",13,"-0.5","0","-","-",5291,"L1","-0.5",-0.0431507947831281
"3318","L1 19","gap",22,"0.5","0","-","-",3774,"L1","-0.5",-0.590349254045114
"3336","L1 19","gap",17,"-0.5","0","-","-",3814,"L1","-0.5",-0.575920817413288
"3339","L1 19","gap",21,"-0.5","0","-","-",4071,"L1","-0.5",-0.483218112053809
"3353","L1 19","gap",19,"-0.5","0","-","-",5385,"L1","-0.5",-0.009243968698338
"3378","L1 19","gap",24,"0.5","0","-","-",6811,"L1","-0.5",0.505129797226244
"3401","L1 19","gap",14,"0.5","0","-","-",5096,"L1","-0.5",-0.113489423363278
"3418","L1 19","gap",18,"0.5","0","-","-",4154,"L1","-0.5",-0.45327910604277
"3466","L1 20","gap",15,"0.5","0","-","-",7619,"L1","-0.5",0.796584217189121
"3473","L1 20","gap",22,"-0.5","0","-","-",8430,"L1","-0.5",1.08912076989938
"3495","L1 20","gap",17,"0.5","0","-","-",5224,"L1","-0.5",-0.067318426141436
"3502","L1 20","gap",24,"-0.5","0","-","-",8409,"L1","-0.5",1.08154584066768
"3518","L1 20","gap",21,"0.5","0","-","-",4848,"L1","-0.5",-0.202945730480597
"3532","L1 20","gap",14,"-0.5","0","-","-",4910,"L1","-0.5",-0.180581653701267
"3539","L1 20","gap",13,"0.5","0","-","-",7840,"L1","-0.5",0.876301329579957
"3543","L1 20","gap",23,"0.5","0","-","-",5994,"L1","-0.5",0.210428979021207
"3562","L1 20","gap",19,"0.5","0","-","-",4527,"L1","-0.5",-0.318733934450997
"3569","L1 20","gap",16,"-0.5","0","-","-",5220,"L1","-0.5",-0.0687612698046186
"3572","L1 20","gap",18,"-0.5","0","-","-",5920,"L1","-0.5",0.183736371252329
"3591","L1 20","gap",20,"-0.5","0","-","-",2782,"L1","-0.5",-0.948174482514388
"3620","L1 21","gap",17,"-0.5","0","-","-",2579,"L1","-0.5",-1.0213987984209
"3637","L1 21","gap",21,"-0.5","0","-","-",3252,"L1","-0.5",-0.778640352090437
"3643","L1 21","gap",18,"0.5","0","-","-",2707,"L1","-0.5",-0.975227801199061
"3650","L1 21","gap",19,"-0.5","0","-","-",4242,"L1","-0.5",-0.421536545452754
"3661","L1 21","gap",24,"0.5","0","-","-",5629,"L1","-0.5",0.0787694947557981
"3669","L1 21","gap",22,"0.5","0","-","-",2750,"L1","-0.5",-0.959717231819849
"3697","L1 21","gap",14,"0.5","0","-","-",5753,"L1","-0.5",0.123497648314457
"3700","L1 21","gap",23,"-0.5","0","-","-",3580,"L1","-0.5",-0.660327171709468
"3703","L1 21","gap",16,"0.5","0","-","-",11340,"L1","-0.5",2.1387895348647
"3717","L1 21","gap",15,"-0.5","0","-","-",5833,"L1","-0.5",0.152354521578109
"3753","L1 21","gap",20,"0.5","0","-","-",2841,"L1","-0.5",-0.926892538482445
"3778","L1 21","gap",13,"-0.5","0","-","-",7115,"L1","-0.5",0.614785915628119
"3807","L1 22","gap",15,"0.5","0","-","-",8583,"L1","-0.5",1.14430954001612
"3811","L1 22","gap",13,"0.5","0","-","-",4636,"L1","-0.5",-0.279416444629272
"3814","L1 22","gap",20,"-0.5","0","-","-",5004,"L1","-0.5",-0.146674827616477
"3818","L1 22","gap",23,"0.5","0","-","-",7538,"L1","-0.5",0.767366633009674
"3847","L1 22","gap",18,"-0.5","0","-","-",5654,"L1","-0.5",0.0877872676506891
"3854","L1 22","gap",16,"-0.5","0","-","-",8600,"L1","-0.5",1.15044162558464
"3862","L1 22","gap",24,"-0.5","0","-","-",3915,"L1","-0.5",-0.539489014917928
"3878","L1 22","gap",21,"0.5","0","-","-",4643,"L1","-0.5",-0.276891468218703
"3884","L1 22","gap",19,"0.5","0","-","-",5828,"L1","-0.5",0.15055096699913
"3895","L1 22","gap",17,"0.5","0","-","-",5026,"L1","-0.5",-0.138739187468973
"3922","L1 22","gap",22,"-0.5","0","-","-",5447,"L1","-0.5",0.0131201080809917
"3937","L1 22","gap",14,"-0.5","0","-","-",6403,"L1","-0.5",0.357959743581623
"3985","L1 23","gap",15,"-0.5","0","-","-",7157,"L1","-0.5",0.629935774091536
"3997","L1 23","gap",20,"0.5","0","-","-",5656,"L1","-0.5",0.0885086894822804
"4008","L1 23","gap",24,"0.5","0","-","-",7395,"L1","-0.5",0.715784972050898
"4041","L1 23","gap",17,"-0.5","0","-","-",6825,"L1","-0.5",0.510179750047383
"4044","L1 23","gap",19,"-0.5","0","-","-",5239,"L1","-0.5",-0.0619077624045014
"4055","L1 23","gap",14,"0.5","0","-","-",5605,"L1","-0.5",0.0701124327767027
"4082","L1 23","gap",18,"0.5","0","-","-",10642,"L1","-0.5",1.88701331563934
"4089","L1 23","gap",16,"0.5","0","-","-",11550,"L1","-0.5",2.21453882718178
"4100","L1 23","gap",13,"-0.5","0","-","-",3242,"L1","-0.5",-0.782247461248394
"4111","L1 23","gap",23,"-0.5","0","-","-",6985,"L1","-0.5",0.567893496574686
"4117","L1 23","gap",21,"-0.5","0","-","-",4354,"L1","-0.5",-0.381136922883643
"4124","L1 23","gap",22,"0.5","0","-","-",6205,"L1","-0.5",0.286538982254087
"4155","L1 24","gap",13,"0.5","0","-","-",7809,"L1","-0.5",0.865119291190293
"4177","L1 24","gap",23,"0.5","0","-","-",4123,"L1","-0.5",-0.464461144432435
"4181","L1 24","gap",19,"0.5","0","-","-",3885,"L1","-0.5",-0.550310342391798
"4191","L1 24","gap",14,"-0.5","0","-","-",4769,"L1","-0.5",-0.231441892828452
"4229","L1 24","gap",20,"-0.5","0","-","-",3692,"L1","-0.5",-0.619927549140356
"4239","L1 24","gap",21,"0.5","0","-","-",4963,"L1","-0.5",-0.161463975164098
"4245","L1 24","gap",18,"-0.5","0","-","-",3014,"L1","-0.5",-0.8644895500498
"4249","L1 24","gap",22,"-0.5","0","-","-",4804,"L1","-0.5",-0.218817010775605
"4259","L1 24","gap",15,"0.5","0","-","-",5017,"L1","-0.5",-0.141985585711133
"4267","L1 24","gap",24,"-0.5","0","-","-",5862,"L1","-0.5",0.162815138136182
"4274","L1 24","gap",16,"-0.5","0","-","-",4012,"L1","-0.5",-0.504500056085751
"4292","L1 24","gap",17,"0.5","0","-","-",12679,"L1","-0.5",2.62178145111506
"4376","L1 25","gap",24,"0.5","0","-","-",4691,"L1","-0.5",-0.259577344260512
"4383","L1 25","gap",16,"0.5","0","-","-",5348,"L1","-0.5",-0.0225902725827767
"4386","L1 25","gap",17,"-0.5","0","-","-",3083,"L1","-0.5",-0.839600496859901
"4404","L1 25","gap",13,"-0.5","0","-","-",4071,"L1","-0.5",-0.483218112053809
"4419","L1 25","gap",22,"0.5","0","-","-",4023,"L1","-0.5",-0.500532236011999
"4430","L1 25","gap",18,"0.5","0","-","-",4164,"L1","-0.5",-0.449671996884814
"4439","L1 25","gap",21,"-0.5","0","-","-",3566,"L1","-0.5",-0.665377124530607
"4442","L1 25","gap",23,"-0.5","0","-","-",4771,"L1","-0.5",-0.230720470996861
"4456","L1 25","gap",15,"-0.5","0","-","-",2750,"L1","-0.5",-0.959717231819849
"4467","L1 25","gap",19,"-0.5","0","-","-",7842,"L1","-0.5",0.877022751411549
"4475","L1 25","gap",14,"0.5","0","-","-",5542,"L1","-0.5",0.0473876450815774
"4490","L1 25","gap",20,"0.5","0","-","-",2680,"L1","-0.5",-0.984966995925543
"4533","L1 26","gap",19,"0.5","0","-","-",5810,"L1","-0.5",0.144058170514809
"4536","L1 26","gap",15,"0.5","0","-","-",8853,"L1","-0.5",1.24170148728094
