"","subject","type","item","condition","question","correct_answer","response","rt","group","clause_q","z_scored_rt"
"3334","L1 19","gp",9,"-0.5","!","{The_singer}",1,2626,"L1","0.5",0.0463968810472799
"3344","L1 19","gp",3,"-0.5","!","{The_two_journalists_met_each_other}",1,7099,"L1","-0.5",3.54010008603279
"3350","L1 19","gp",11,"-0.5","!","{The_lady_woke_herself_up}",1,5071,"L1","-0.5",1.95610051086833
"3358","L1 19","gp",16,"0.5","!","{The_researcher_woke_himself_up}",1,5628,"L1","-0.5",2.39115364862307
"3361","L1 19","gp",8,"0.5","!","{Mary_dressed_herself}",1,4444,"L1","-0.5",1.46637283156453
"3365","L1 19","gp",7,"-0.5","!","{The_man_woke_himself_up}",1,4687,"L1","-0.5",1.65617159722773
"3376","L1 19","gp",20,"0.5","!","{The_two_friends_met_the_man}",0,5512,"L1","-0.5",2.30055012262747
"3382","L1 19","gp",18,"0.5","!","{The_baby}",1,1544,"L1","0.5",-0.798715318325472
"3393","L1 19","gp",23,"-0.5","!","{The_mother_washed_the_child}",0,3876,"L1","-0.5",1.0227279801378
"3396","L1 19","gp",13,"-0.5","!","{The_boy}",1,3460,"L1","0.5",0.697804990360473
"3399","L1 19","gp",2,"0.5","!","{The_baby}",1,1695,"L1","0.5",-0.680774521555338
"3406","L1 19","gp",22,"0.5","!","{The_coach}",1,1653,"L1","0.5",-0.713579246484779
"3416","L1 19","gp",15,"-0.5","!","{The_aunt_dressed_the_boy}",0,4442,"L1","-0.5",1.46481070180598
"3435","L1 20","gp",13,"0.5","!","{The_boy}",1,1900,"L1","0.5",-0.520656221304493
"3441","L1 20","gp",11,"0.5","!","{The_lady_woke_herself_up}",1,4455,"L1","-0.5",1.47496454523653
"3452","L1 20","gp",5,"0.5","!","{The_boy}",1,3538,"L1","0.5",0.758728050943722
"3455","L1 20","gp",22,"-0.5","!","{The_two_footballers_fought_the_coach}",0,3844,"L1","-0.5",0.997733904001081
"3463","L1 20","gp",8,"-0.5","!","{Mary}",0,3291,"L1","0.5",0.565805025763435
"3478","L1 20","gp",10,"-0.5","!","{The_two_soldiers_fought_each_other}",1,5486,"L1","-0.5",2.28024243576638
"3485","L1 20","gp",4,"-0.5","!","{The_friend}",1,3668,"L1","0.5",0.860266485249136
"3492","L1 20","gp",20,"-0.5","!","{The_man}",1,971,"L1","0.5",-1.24626549414857
"3499","L1 20","gp",9,"0.5","!","{The_singer}",1,1675,"L1","0.5",-0.696395819140786
"3507","L1 20","gp",23,"0.5","!","{The_mother_washed_herself}",1,4507,"L1","-0.5",1.51557991895869
"3516","L1 20","gp",12,"-0.5","!","{The_baby}",1,2883,"L1","0.5",0.24713055502029
"3523","L1 20","gp",24,"-0.5","!","{The_director}",1,1706,"L1","0.5",-0.672182807883341
"3527","L1 20","gp",3,"0.5","!","{The_two_journalists_met_each_other}",1,9117,"L1","-0.5",5.11628901240452
"3531","L1 20","gp",7,"0.5","!","{The_man_woke_himself_up}",1,4077,"L1","-0.5",1.17972202087155
"3536","L1 20","gp",21,"0.5","!","{The_child}",1,3776,"L1","0.5",0.944621492210556
"3547","L1 20","gp",17,"0.5","!","{The_terrorist}",1,1085,"L1","0.5",-1.15722409791151
"3554","L1 20","gp",18,"-0.5","!","{The_father_washed_himself}",1,2775,"L1","-0.5",0.16277554805887
"3560","L1 20","gp",6,"-0.5","!","{The_two_kids_fought_each_other}",1,3969,"L1","-0.5",1.09536701391013
"3567","L1 20","gp",16,"-0.5","!","{The_assistant}",1,2114,"L1","0.5",-0.353508337140196
"3577","L1 20","gp",2,"-0.5","!","{The_mother_dressed_herself}",1,2431,"L1","-0.5",-0.105910770410841
"3581","L1 20","gp",14,"-0.5","!","{The_doctor_woke_himself_up}",1,2264,"L1","-0.5",-0.236348605249334
"3589","L1 20","gp",1,"0.5","!","{The_man}",1,1324,"L1","0.5",-0.970549591765403
"3596","L1 20","gp",15,"0.5","!","{The_aunt_dressed_herself}",1,1537,"L1","-0.5",-0.804182772480379
"3599","L1 20","gp",19,"0.5","!","{The_coach_calmed_himself_down}",1,3042,"L1","-0.5",0.371319870824604
"3618","L1 21","gp",9,"-0.5","!","{The_pianist_calmed_the_singer_down}",0,2213,"L1","-0.5",-0.276182914092227
"3625","L1 21","gp",18,"0.5","!","{The_father_washed_himself}",1,4963,"L1","-0.5",1.87174550390691
"3632","L1 21","gp",20,"0.5","!","{The_man}",1,1262,"L1","0.5",-1.01897561428029
"3635","L1 21","gp",13,"-0.5","!","{The_girl_calmed_herself_down}",1,2516,"L1","-0.5",-0.0395202556726856
"3641","L1 21","gp",8,"0.5","!","{The_boy}",1,1554,"L1","0.5",-0.790904669532748
"3648","L1 21","gp",24,"0.5","!","{The_director}",1,961,"L1","0.5",-1.25407614294129
"3655","L1 21","gp",2,"0.5","!","{The_mother_dressed_herself}",1,2223,"L1","-0.5",-0.268372265299503
"3659","L1 21","gp",21,"-0.5","!","{Anna_dressed_herself}",1,1436,"L1","-0.5",-0.883070325286893
"3666","L1 21","gp",19,"-0.5","!","{The_basketball_player}",1,1525,"L1","0.5",-0.813555551031648
"3687","L1 21","gp",1,"-0.5","!","{The_lawyer_calmed_himself_down}",1,3111,"L1","-0.5",0.425213347494401
"3690","L1 21","gp",16,"0.5","!","{The_assistant}",1,1018,"L1","0.5",-1.20955544482276
"3714","L1 21","gp",22,"0.5","!","{The_two_footballers_fought_each_other}",1,2540,"L1","-0.5",-0.0207746985701477
"3722","L1 21","gp",10,"0.5","!","{The_two_soldiers_fought_each_other}",1,2148,"L1","-0.5",-0.326952131244934
"3726","L1 21","gp",15,"-0.5","!","{The_boy}",1,1252,"L1","0.5",-1.02678626307302
"3733","L1 21","gp",4,"0.5","!","{The_friend}",1,958,"L1","0.5",-1.25641933757911
"3737","L1 21","gp",3,"-0.5","!","{The_president}",1,1159,"L1","0.5",-1.09942529684535
"3740","L1 21","gp",12,"0.5","!","{The_baby}",1,1264,"L1","0.5",-1.01741348452175
"3747","L1 21","gp",23,"-0.5","!","{The_child}",1,1147,"L1","0.5",-1.10879807539662
"3751","L1 21","gp",11,"-0.5","!","{The_friend}",1,1291,"L1","0.5",-0.996324732781393
"3757","L1 21","gp",6,"0.5","!","{The_two_kids_fought_each_other}",1,1591,"L1","-0.5",-0.762005268999669
"3761","L1 21","gp",5,"-0.5","!","{The_father_washed_himself}",1,1283,"L1","-0.5",-1.00257325181557
"3764","L1 21","gp",17,"-0.5","!","{The_two_men_fought_each_other}",1,1680,"L1","-0.5",-0.692490494744424
"3768","L1 21","gp",14,"0.5","!","{The_doctor_woke_himself_up}",1,2242,"L1","-0.5",-0.253532032593327
"3775","L1 21","gp",7,"-0.5","!","{The_lady}",1,1351,"L1","0.5",-0.949460840025048
"3802","L1 22","gp",2,"-0.5","!","{The_baby}",1,2881,"L1","0.5",0.245568425261746
"3822","L1 22","gp",5,"0.5","!","{The_father_washed_himself}",1,4056,"L1","-0.5",1.16331965840683
"3826","L1 22","gp",3,"0.5","!","{The_president}",1,2066,"L1","0.5",-0.390999451345272
"3840","L1 22","gp",8,"-0.5","!","{Mary_dressed_the_boy}",0,2205,"L1","-0.5",-0.282431433126406
"3852","L1 22","gp",9,"0.5","!","{The_pianist_calmed_himself_down}",1,3620,"L1","-0.5",0.82277537104406
"3859","L1 22","gp",22,"-0.5","!","{The_coach}",1,2729,"L1","0.5",0.126846563612339
"3867","L1 22","gp",24,"-0.5","!","{The_two_actresses_met_the_director}",0,4198,"L1","-0.5",1.27423087126352
"3870","L1 22","gp",12,"-0.5","!","{The_nurse_washed_the_baby}",0,2640,"L1","-0.5",0.0573317893570937
"3875","L1 22","gp",17,"0.5","!","{The_two_men_fought_each_other}",1,2550,"L1","-0.5",-0.0129640497774235
"3882","L1 22","gp",1,"0.5","!","{The_lawyer_calmed_himself_down}",1,3290,"L1","-0.5",0.565023960884163
"3889","L1 22","gp",14,"-0.5","!","{The_nurse}",1,2830,"L1","0.5",0.205734116418852
"3893","L1 22","gp",19,"0.5","!","{The_basketball_player}",1,2415,"L1","0.5",-0.118407808479199
"3899","L1 22","gp",10,"-0.5","!","{The_General}",1,2173,"L1","0.5",-0.307425509263124
"3902","L1 22","gp",7,"0.5","!","{The_man}",0,2361,"L1","0.5",-0.16058531195991
"3905","L1 22","gp",23,"0.5","!","{The_child}",1,1921,"L1","0.5",-0.504253858839772
"3909","L1 22","gp",15,"0.5","!","{The_boy}",1,1936,"L1","0.5",-0.492537885650686
"3912","L1 22","gp",21,"0.5","!","{Anna_dressed_herself}",1,3940,"L1","-0.5",1.07271613241123
"3920","L1 22","gp",16,"-0.5","!","{The_researcher_woke_himself_up}",1,3673,"L1","-0.5",0.864171809645498
"3930","L1 22","gp",6,"-0.5","!","{The_neighbour}",1,1732,"L1","0.5",-0.651875121022258
"3934","L1 22","gp",11,"0.5","!","{The_friend}",1,5075,"L1","0.5",1.95922477038542
"3941","L1 22","gp",18,"-0.5","!","{The_baby}",1,3326,"L1","0.5",0.59314229653797
"3945","L1 22","gp",13,"0.5","!","{The_girl_calmed_herself_down}",1,3155,"L1","-0.5",0.459580202182387
"3956","L1 22","gp",20,"-0.5","!","{The_two_friends_met_each_other}",1,7170,"L1","-0.5",3.59555569246113
"3959","L1 22","gp",4,"-0.5","!","{The_two_children_hugged_each_other}",1,4607,"L1","-0.5",1.59368640688593
"3976","L1 23","gp",13,"-0.5","!","{The_boy}",1,1555,"L1","0.5",-0.790123604653476
"3979","L1 23","gp",10,"0.5","!","{The_General}",1,1716,"L1","0.5",-0.664372159090617
"3982","L1 23","gp",22,"0.5","!","{The_coach}",1,1189,"L1","0.5",-1.07599335046718
"3990","L1 23","gp",4,"0.5","!","{The_two_children_hugged_their_friend}",0,2765,"L1","-0.5",0.154964899266146
"3995","L1 23","gp",12,"0.5","!","{The_nurse_washed_the_baby}",0,2021,"L1","-0.5",-0.426147370912531
"4001","L1 23","gp",7,"-0.5","!","{The_man_woke_himself_up}",1,2785,"L1","-0.5",0.170586196851594
"4005","L1 23","gp",6,"0.5","!","{The_neighbour}",1,1490,"L1","0.5",-0.840892821806183
"4020","L1 23","gp",23,"-0.5","!","{The_mother_washed_herself}",1,5905,"L1","-0.5",2.60750862018153
"4024","L1 23","gp",21,"-0.5","!","{The_child}",1,2164,"L1","0.5",-0.314455093176575
"4028","L1 23","gp",19,"-0.5","!","{The_coach_calmed_himself_down}",1,3180,"L1","-0.5",0.479106824164197
"4031","L1 23","gp",5,"-0.5","!","{The_boy}",1,1697,"L1","0.5",-0.679212391796793
"4034","L1 23","gp",15,"-0.5","!","{The_aunt_dressed_the_boy}",0,3387,"L1","-0.5",0.640787254173587
"4038","L1 23","gp",2,"0.5","!","{The_baby}",1,2358,"L1","0.5",-0.162928506597727
"4049","L1 23","gp",11,"-0.5","!","{The_lady_woke_herself_up}",1,2296,"L1","-0.5",-0.211354529112617
"4052","L1 23","gp",1,"-0.5","!","{The_man}",1,2556,"L1","0.5",-0.00827766050178906
"4066","L1 23","gp",24,"0.5","!","{The_two_actresses_met_each_other}",1,3520,"L1","-0.5",0.744668883116818
"4074","L1 23","gp",8,"0.5","!","{Mary_dressed_herself}",1,1615,"L1","-0.5",-0.743259711897131
"4080","L1 23","gp",3,"-0.5","!","{The_two_journalists_met_each_other}",1,5709,"L1","-0.5",2.45441990384413
"4086","L1 23","gp",20,"0.5","!","{The_two_friends_met_each_other}",1,2726,"L1","-0.5",0.124503368974521
"4108","L1 23","gp",17,"-0.5","!","{The_terrorist}",1,1416,"L1","0.5",-0.898691622872341
"4121","L1 23","gp",14,"0.5","!","{The_nurse}",1,1298,"L1","0.5",-0.990857278626486
"4128","L1 23","gp",18,"0.5","!","{The_baby}",1,1634,"L1","0.5",-0.728419479190955
"4132","L1 23","gp",9,"-0.5","!","{The_singer}",1,1937,"L1","0.5",-0.491756820771413
"4138","L1 23","gp",16,"0.5","!","{The_researcher_woke_himself_up}",1,2069,"L1","-0.5",-0.388656256707455
"4160","L1 24","gp",22,"-0.5","!","{The_two_footballers_fought_each_other}",1,5265,"L1","-0.5",2.10762709744718
"4168","L1 24","gp",18,"-0.5","!","{The_father_washed_the_baby}",0,2477,"L1","-0.5",-0.0699817859643098
"4171","L1 24","gp",2,"-0.5","!","{The_mother_dressed_the_baby}",0,2334,"L1","-0.5",-0.181674063700265
"4186","L1 24","gp",12,"-0.5","!","{The_nurse}",0,2529,"L1","0.5",-0.0293664122421442
"4195","L1 24","gp",17,"0.5","!","{The_terrorist}",1,1652,"L1","0.5",-0.714360311364052
"4203","L1 24","gp",20,"-0.5","!","{The_two_friends}",0,2294,"L1","0.5",-0.212916658871162
"4206","L1 24","gp",6,"-0.5","!","{The_two_kids_fought_each_other}",1,2579,"L1","-0.5",0.00968683172147647
"4209","L1 24","gp",23,"0.5","!","{The_mother_washed_herself}",1,5487,"L1","-0.5",2.28102350064566
"4216","L1 24","gp",4,"-0.5","!","{The_two_children}",0,4028,"L1","0.5",1.1414498417872
"4219","L1 24","gp",1,"0.5","!","{The_man}",1,1519,"L1","0.5",-0.818241940307283
"4227","L1 24","gp",16,"-0.5","!","{The_researcher}",0,2225,"L1","0.5",-0.266810135540958
"4233","L1 24","gp",15,"0.5","!","{The_aunt_dressed_herself}",1,2231,"L1","-0.5",-0.262123746265324
"4237","L1 24","gp",14,"-0.5","!","{The_doctor_woke_himself_up}",1,2656,"L1","-0.5",0.0698288274254524
"4253","L1 24","gp",9,"0.5","!","{The_pianist}",0,2151,"L1","0.5",-0.324608936607117
"4257","L1 24","gp",3,"0.5","!","{The_two_journalists_met_the_president}",0,2748,"L1","-0.5",0.141686796318514
"4264","L1 24","gp",5,"0.5","!","{The_boy}",1,1213,"L1","0.5",-1.05724779336464
"4271","L1 24","gp",21,"0.5","!","{The_child}",1,1122,"L1","0.5",-1.12832469737843
"4278","L1 24","gp",8,"-0.5","!","{Mary}",0,1982,"L1","0.5",-0.456608901204155
"4286","L1 24","gp",24,"-0.5","!","{The_director}",1,3964,"L1","0.5",1.09146168951377
"4289","L1 24","gp",11,"0.5","!","{The_lady_woke_herself_up}",1,2401,"L1","-0.5",-0.129342716789013
"4300","L1 24","gp",13,"0.5","!","{The_girl}",0,1517,"L1","0.5",-0.819804070065827
"4308","L1 24","gp",19,"0.5","!","{The_coach_calmed_himself_down}",1,4351,"L1","-0.5",1.39373379779219
"4312","L1 24","gp",7,"0.5","!","{The_man_woke_himself_up}",1,3741,"L1","-0.5",0.917284221436022
"4319","L1 24","gp",10,"-0.5","!","{The_two_soldiers_fought_the_General}",0,2697,"L1","-0.5",0.101852487475621
"4339","L1 25","gp",3,"-0.5","!","{The_two_journalists}",0,1867,"L1","0.5",-0.546431362320483
"4342","L1 25","gp",21,"-0.5","!","{Anna_dressed_the_child}",0,2151,"L1","-0.5",-0.324608936607117
"4351","L1 25","gp",5,"-0.5","!","{The_father_washed_the_boy}",0,2118,"L1","-0.5",-0.350384077623106
"4361","L1 25","gp",15,"-0.5","!","{The_boy}",1,1134,"L1","0.5",-1.11895191882716
"4371","L1 25","gp",9,"-0.5","!","{The_pianist_calmed_himself_down}",1,2129,"L1","-0.5",-0.34179236395111
"4374","L1 25","gp",14,"0.5","!","{The_doctor_woke_himself_up}",1,3210,"L1","-0.5",0.50253877054237
"4391","L1 25","gp",17,"-0.5","!","{The_two_men_fought_each_other}",1,5436,"L1","-0.5",2.24118919180276
"4395","L1 25","gp",4,"0.5","!","{The_friend}",1,1475,"L1","0.5",-0.852608794995269
"4398","L1 25","gp",13,"-0.5","!","{The_girl_calmed_herself_down}",1,1718,"L1","-0.5",-0.662810029332072
"4401","L1 25","gp",19,"-0.5","!","{The_coach}",0,1961,"L1","0.5",-0.473011263668876
"4409","L1 25","gp",18,"0.5","!","{The_father_washed_himself}",1,5480,"L1","-0.5",2.27555604649075
"4416","L1 25","gp",22,"0.5","!","{The_two_footballers_fought_each_other}",1,3380,"L1","-0.5",0.63531980001868
"4423","L1 25","gp",10,"0.5","!","{The_two_soldiers_fought_each_other}",1,2378,"L1","-0.5",-0.147307209012279
"4427","L1 25","gp",1,"-0.5","!","{The_lawyer_calmed_himself_down}",1,2203,"L1","-0.5",-0.283993562884951
"4434","L1 25","gp",23,"-0.5","!","{The_child}",1,1328,"L1","0.5",-0.967425332248314
"4437","L1 25","gp",24,"0.5","!","{The_director}",1,1409,"L1","0.5",-0.904159077027248
"4447","L1 25","gp",6,"0.5","!","{The_two_kids_fought_their_neighbour}",0,2235,"L1","-0.5",-0.258999486748234
"4451","L1 25","gp",16,"0.5","!","{The_assistant}",1,1328,"L1","0.5",-0.967425332248314
"4454","L1 25","gp",12,"0.5","!","{The_baby}",1,1920,"L1","0.5",-0.505034923719044
"4460","L1 25","gp",2,"0.5","!","{The_mother_dressed_the_baby}",0,3961,"L1","-0.5",1.08911849487595
"4472","L1 25","gp",7,"-0.5","!","{The_lady}",1,1285,"L1","0.5",-1.00101112205703
"4480","L1 25","gp",8,"0.5","!","{The_boy}",1,1193,"L1","0.5",-1.07286909095009
"4487","L1 25","gp",20,"0.5","!","{The_man}",1,1009,"L1","0.5",-1.21658502873621
"4495","L1 25","gp",11,"-0.5","!","{The_friend}",1,2510,"L1","0.5",-0.0442066449483201
"4520","L1 26","gp",23,"0.5","!","{The_child}",1,2144,"L1","0.5",-0.330076390762024
"4524","L1 26","gp",8,"-0.5","!","{Mary_dressed_the_boy}",0,2258,"L1","-0.5",-0.241034994524969
"4528","L1 26","gp",7,"0.5","!","{The_lady}",1,1634,"L1","0.5",-0.728419479190955
"4532","L1 26","gp",24,"-0.5","!","{The_two_actresses_met_the_director}",0,3277,"L1","-0.5",0.554870117453622
"4540","L1 26","gp",14,"-0.5","!","{The_nurse}",1,1584,"L1","0.5",-0.767472723154576
"4547","L1 26","gp",19,"0.5","!","{The_basketball_player}",1,2299,"L1","0.5",-0.2090113344748
"4558","L1 26","gp",21,"0.5","!","{Anna_dressed_herself}",1,2853,"L1","-0.5",0.223698608642118
"4562","L1 26","gp",20,"-0.5","!","{The_two_friends_met_each_other}",1,3013,"L1","-0.5",0.348668989325704
"4580","L1 26","gp",11,"0.5","!","{The_friend}",1,2702,"L1","0.5",0.105757811871983
"4587","L1 26","gp",9,"0.5","!","{The_pianist_calmed_himself_down}",1,4216,"L1","-0.5",1.28829003909042
"4591","L1 26","gp",16,"-0.5","!","{The_researcher_woke_the_assistant_up}",0,3059,"L1","-0.5",0.384597973772235
"4604","L1 26","gp",13,"0.5","!","{The_girl_calmed_herself_down}",1,3394,"L1","-0.5",0.646254708328494
"4613","L1 26","gp",17,"0.5","!","{The_two_men_fought_each_other}",1,3088,"L1","-0.5",0.407248855271135
"4617","L1 26","gp",4,"-0.5","!","{The_two_children_hugged_their_friend}",0,1883,"L1","-0.5",-0.533934324252124
"4624","L1 26","gp",18,"-0.5","!","{The_father}",0,4087,"L1","0.5",1.18753266966428
"4627","L1 26","gp",5,"0.5","!","{The_father_washed_the_boy}",0,2760,"L1","-0.5",0.151059574869783
"4630","L1 26","gp",22,"-0.5","!","{The_coach}",1,3603,"L1","0.5",0.809497268096429
"4639","L1 26","gp",2,"-0.5","!","{The_baby}",1,1593,"L1","0.5",-0.760443139241124
"4646","L1 26","gp",1,"0.5","!","{The_lawyer_calmed_himself_down}",1,2495,"L1","-0.5",-0.0559226181374063
"4649","L1 26","gp",3,"0.5","!","{The_president}",1,1732,"L1","0.5",-0.651875121022258
"4653","L1 26","gp",12,"-0.5","!","{The_nurse_washed_the_baby}",0,2136,"L1","-0.5",-0.336324909796203
"4667","L1 26","gp",15,"0.5","!","{The_boy}",1,1194,"L1","0.5",-1.07208802607082
"4675","L1 26","gp",6,"-0.5","!","{The_neighbour}",1,2045,"L1","0.5",-0.407401813809993
"4678","L1 26","gp",10,"-0.5","!","{The_General}",1,1724,"L1","0.5",-0.658123640056438
"4698","L1 27","gp",10,"0.5","!","{The_General}",1,1634,"L1","0.5",-0.728419479190955
"4702","L1 27","gp",7,"-0.5","!","{The_man_woke_the_lady_up}",0,2243,"L1","-0.5",-0.252750967714055
"4712","L1 27","gp",6,"0.5","!","{The_neighbour}",1,1756,"L1","0.5",-0.63312956391972
"4715","L1 27","gp",11,"-0.5","!","{The_lady_woke_her_friend_up}",0,3330,"L1","-0.5",0.59626655605506
"4726","L1 27","gp",21,"-0.5","!","{The_child}",1,2131,"L1","0.5",-0.340230234192565
"4733","L1 27","gp",24,"0.5","!","{The_two_actresses_met_the_director}",0,5403,"L1","-0.5",2.21541405078677
"4740","L1 27","gp",13,"-0.5","!","{The_boy}",1,1334,"L1","0.5",-0.962738942972679
"4747","L1 27","gp",23,"-0.5","!","{The_mother_washed_the_child}",0,1656,"L1","-0.5",-0.711236051846962
"4750","L1 27","gp",4,"0.5","!","{The_two_children_hugged_each_other}",1,2099,"L1","-0.5",-0.365224310329282
"4757","L1 27","gp",14,"0.5","!","{The_doctor}",0,1457,"L1","0.5",-0.866667962822172
"4763","L1 27","gp",15,"-0.5","!","{The_aunt_dressed_the_boy}",0,1600,"L1","-0.5",-0.754975685086217
"4774","L1 27","gp",16,"0.5","!","{The_researcher_woke_himself_up}",1,2631,"L1","-0.5",0.050302205443642
"4781","L1 27","gp",20,"0.5","!","{The_two_friends_met_each_other}",1,2624,"L1","-0.5",0.0448347512887351
"4789","L1 27","gp",12,"0.5","!","{The_nurse_washed_herself}",1,4023,"L1","-0.5",1.13754451739084
"4797","L1 27","gp",9,"-0.5","!","{The_pianist}",0,2710,"L1","0.5",0.112006330906163
"4800","L1 27","gp",2,"0.5","!","{The_baby}",1,1268,"L1","0.5",-1.01428922500466
"4823","L1 27","gp",18,"0.5","!","{The_baby}",1,1372,"L1","0.5",-0.933058477560328
"4826","L1 27","gp",22,"0.5","!","{The_coach}",1,1402,"L1","0.5",-0.909626531182155
"4830","L1 27","gp",5,"-0.5","!","{The_boy}",1,1739,"L1","0.5",-0.646407666867352
"4837","L1 27","gp",17,"-0.5","!","{The_terrorist}",1,1133,"L1","0.5",-1.11973298370643
"4843","L1 27","gp",8,"0.5","!","{Mary_dressed_the_boy}",0,2156,"L1","-0.5",-0.320703612210755
"4851","L1 27","gp",1,"-0.5","!","{The_lawyer}",0,2366,"L1","0.5",-0.156679987563548
"4855","L1 27","gp",19,"-0.5","!","{The_coach_calmed_himself_down}",1,4316,"L1","-0.5",1.36639652701766
"4859","L1 27","gp",3,"-0.5","!","{The_two_journalists_met_each_other}",1,2802,"L1","-0.5",0.183864299799225
"4882","L1 28","gp",20,"-0.5","!","{The_man}",1,1913,"L1","0.5",-0.510502377873951
"4890","L1 28","gp",6,"-0.5","!","{The_two_kids_fought_each_other}",1,4439,"L1","-0.5",1.46246750716817
"4897","L1 28","gp",11,"0.5","!","{The_lady_woke_herself_up}",1,3103,"L1","-0.5",0.418964828460222
"4901","L1 28","gp",13,"0.5","!","{The_boy}",1,1799,"L1","0.5",-0.599543774111007
"4908","L1 28","gp",7,"0.5","!","{The_man_woke_himself_up}",1,2850,"L1","-0.5",0.221355414004301
"4912","L1 28","gp",10,"-0.5","!","{The_two_soldiers_fought_each_other}",1,5439,"L1","-0.5",2.24353238644058
"4923","L1 28","gp",24,"-0.5","!","{The_actresses}",0,4008,"L1","0.5",1.12582854420176
"4929","L1 28","gp",4,"-0.5","!","{The_friend}",1,2143,"L1","0.5",-0.330857455641296
"4940","L1 28","gp",2,"-0.5","!","{The_mother_dressed_herself}",1,2271,"L1","-0.5",-0.230881151094427
"4943","L1 28","gp",3,"0.5","!","{The_two_journalists_met_each_other}",1,3590,"L1","-0.5",0.799343424665887
"4951","L1 28","gp",23,"0.5","!","{The_mother_washed_herself}",1,2393,"L1","-0.5",-0.135591235823193
"4958","L1 28","gp",16,"-0.5","!","{The_researcher}",0,3381,"L1","0.5",0.636100864897953
"4961","L1 28","gp",8,"-0.5","!","{The_boy}",1,1616,"L1","0.5",-0.742478647017858
"4971","L1 28","gp",22,"-0.5","!","{The_two_footballers_fought_each_other}",1,2103,"L1","-0.5",-0.362100050812193
"4974","L1 28","gp",17,"0.5","!","{The_terrorist}",1,1313,"L1","0.5",-0.9791413054374
"4977","L1 28","gp",12,"-0.5","!","{The_baby}",1,1676,"L1","0.5",-0.695614754261514
"4984","L1 28","gp",1,"0.5","!","{The_man}",1,1467,"L1","0.5",-0.858857314029448
"4990","L1 28","gp",14,"-0.5","!","{The_doctor_woke_himself_up}",1,2981,"L1","-0.5",0.323674913188987
"4993","L1 28","gp",15,"0.5","!","{The_aunt_dressed_herself}",1,1565,"L1","-0.5",-0.782312955860752
"5000","L1 28","gp",19,"0.5","!","{The_coach_calmed_himself_down}",1,2574,"L1","-0.5",0.0057815073251144
"5008","L1 28","gp",21,"0.5","!","{The_child}",1,2446,"L1","0.5",-0.0941947972217546
"5016","L1 28","gp",9,"0.5","!","{The_singer}",1,1564,"L1","0.5",-0.783094020740024
"5029","L1 28","gp",18,"-0.5","!","{The_father_washed_himself}",1,1615,"L1","-0.5",-0.743259711897131
"5038","L1 28","gp",5,"0.5","!","{The_boy}",1,1393,"L1","0.5",-0.916656115095607
"5055","L1 29","gp",7,"-0.5","!","{The_lady}",1,1373,"L1","0.5",-0.932277412681055
"5062","L1 29","gp",18,"0.5","!","{The_father_washed_himself}",1,3748,"L1","-0.5",0.922751675590929
"5069","L1 29","gp",20,"0.5","!","{The_man}",1,1432,"L1","0.5",-0.886194584803983
"5073","L1 29","gp",17,"-0.5","!","{The_two_men_fought_each_other}",1,3210,"L1","-0.5",0.50253877054237
"5077","L1 29","gp",5,"-0.5","!","{The_father_washed_himself}",1,2313,"L1","-0.5",-0.198076426164986
"5081","L1 29","gp",8,"0.5","!","{The_boy}",1,1774,"L1","0.5",-0.619070396092817
"5092","L1 29","gp",24,"0.5","!","{The_director}",1,985,"L1","0.5",-1.23533058583875
"5100","L1 29","gp",16,"0.5","!","{The_assistant}",1,1164,"L1","0.5",-1.09551997244899
"5106","L1 29","gp",3,"-0.5","!","{The_president}",1,1122,"L1","0.5",-1.12832469737843
"5113","L1 29","gp",22,"0.5","!","{The_two_footballers_fought_each_other}",1,2293,"L1","-0.5",-0.213697723750434
"5125","L1 29","gp",9,"-0.5","!","{The_pianist_calmed_himself_down}",1,2116,"L1","-0.5",-0.351946207381651
"5132","L1 29","gp",4,"0.5","!","{The_friend}",1,1375,"L1","0.5",-0.93071528292251
"5135","L1 29","gp",2,"0.5","!","{The_mother_dressed_herself}",1,1555,"L1","-0.5",-0.790123604653476
"5138","L1 29","gp",12,"0.5","!","{The_baby}",1,1238,"L1","0.5",-1.03772117138283
"5149","L1 29","gp",13,"-0.5","!","{The_girl_calmed_herself_down}",1,1328,"L1","-0.5",-0.967425332248314
"5155","L1 29","gp",21,"-0.5","!","{Anna_dressed_herself}",1,1089,"L1","-0.5",-1.15409983839442
"5162","L1 29","gp",19,"-0.5","!","{The_basketball_player}",1,1375,"L1","0.5",-0.93071528292251
"5169","L1 29","gp",14,"0.5","!","{The_doctor_woke_himself_up}",1,2360,"L1","-0.5",-0.161366376839182
"5176","L1 29","gp",23,"-0.5","!","{The_child}",1,1015,"L1","0.5",-1.21189863946058
"5184","L1 29","gp",6,"0.5","!","{The_two_kids_fought_each_other}",1,1877,"L1","-0.5",-0.538620713527758
"5199","L1 29","gp",11,"-0.5","!","{The_friend}",1,1151,"L1","0.5",-1.10567381587953
"5202","L1 29","gp",15,"-0.5","!","{The_boy}",1,989,"L1","0.5",-1.23220632632166
"5212","L1 29","gp",1,"-0.5","!","{The_lawyer_calmed_himself_down}",1,2001,"L1","-0.5",-0.441768668497979
"5216","L1 29","gp",10,"0.5","!","{The_two_soldiers_fought_each_other}",1,2144,"L1","-0.5",-0.330076390762024
