"","subject","type","item","condition","question","correct_answer","response","rt","group","clause_q","z_scored_rt"
"5239","L1 30","gp",3,"0.5","!","{The_two_journalists}",0,3599,"L1","0.5",0.806373008579339
"5247","L1 30","gp",15,"0.5","!","{The_boy}",1,1771,"L1","0.5",-0.621413590730634
"5263","L1 30","gp",17,"0.5","!","{The_two_men_fought_each_other}",1,3324,"L1","-0.5",0.591580166779425
"5269","L1 30","gp",24,"-0.5","!","{The_two_actresses_met_each_other}",1,4433,"L1","-0.5",1.45778111789253
"5277","L1 30","gp",14,"-0.5","!","{The_nurse}",1,2790,"L1","0.5",0.174491521247956
"5282","L1 30","gp",10,"-0.5","!","{The_General}",1,1981,"L1","0.5",-0.457389966083427
"5286","L1 30","gp",6,"-0.5","!","{The_neighbour}",1,1736,"L1","0.5",-0.648750861505169
"5290","L1 30","gp",8,"-0.5","!","{Mary_dressed_herself}",1,1768,"L1","-0.5",-0.623756785368451
"5296","L1 30","gp",7,"0.5","!","{The_lady}",1,1808,"L1","0.5",-0.592514190197555
"5303","L1 30","gp",11,"0.5","!","{The_friend}",1,1644,"L1","0.5",-0.720608830398231
"5306","L1 30","gp",23,"0.5","!","{The_child}",1,1576,"L1","0.5",-0.773721242188755
"5309","L1 30","gp",5,"0.5","!","{The_father_washed_himself}",1,2007,"L1","-0.5",-0.437082279222344
"5312","L1 30","gp",4,"-0.5","!","{The_two_children_hugged_each_other}",1,2444,"L1","-0.5",-0.0957569269802995
"5321","L1 30","gp",12,"-0.5","!","{The_nurse_washed_the_baby}",0,1796,"L1","-0.5",-0.601886968748824
"5325","L1 30","gp",20,"-0.5","!","{The_two_friends_met_each_other}",1,1992,"L1","-0.5",-0.448798252411431
"5329","L1 30","gp",2,"-0.5","!","{The_mother}",0,3014,"L1","0.5",0.349450054204977
"5333","L1 30","gp",1,"0.5","!","{The_lawyer_calmed_himself_down}",1,2102,"L1","-0.5",-0.362881115691465
"5341","L1 30","gp",22,"-0.5","!","{The_coach}",1,1522,"L1","0.5",-0.815898745669465
"5355","L1 30","gp",9,"0.5","!","{The_pianist_calmed_himself_down}",1,2004,"L1","-0.5",-0.439425473860162
"5366","L1 30","gp",19,"0.5","!","{The_basketball_player}",1,1596,"L1","0.5",-0.758099944603307
"5369","L1 30","gp",18,"-0.5","!","{The_baby}",1,1448,"L1","0.5",-0.873697546735624
"5384","L1 30","gp",13,"0.5","!","{The_girl_calmed_herself_down}",1,1957,"L1","-0.5",-0.476135523185965
"5391","L1 30","gp",21,"0.5","!","{Anna_dressed_herself}",1,1123,"L1","-0.5",-1.12754363249916
"5395","L1 30","gp",16,"-0.5","!","{The_researcher_woke_himself_up}",1,1621,"L1","-0.5",-0.738573322621496
"5418","L1 31","gp",7,"-0.5","!","{The_man_woke_himself_up}",1,4944,"L1","-0.5",1.85690527120074
"5426","L1 31","gp",12,"0.5","!","{The_nurse_washed_herself}",1,2872,"L1","-0.5",0.238538841348294
"5433","L1 31","gp",3,"-0.5","!","{The_two_journalists_met_the_president}",0,3978,"L1","-0.5",1.10239659782358
"5439","L1 31","gp",20,"0.5","!","{The_two_friends_met_each_other}",1,3669,"L1","-0.5",0.861047550128408
"5445","L1 31","gp",2,"0.5","!","{The_baby}",1,2093,"L1","0.5",-0.369910699604917
"5452","L1 31","gp",14,"0.5","!","{The_doctor}",0,1677,"L1","0.5",-0.694833689382241
"5457","L1 31","gp",4,"0.5","!","{The_two_children_hugged_each_other}",1,5876,"L1","-0.5",2.58485773868263
"5465","L1 31","gp",16,"0.5","!","{The_researcher_woke_himself_up}",1,4672,"L1","-0.5",1.64445562403864
"5471","L1 31","gp",15,"-0.5","!","{The_aunt_dressed_the_boy}",0,2349,"L1","-0.5",-0.169958090511179
"5479","L1 31","gp",24,"0.5","!","{The_two_actresses_met_each_other}",1,4214,"L1","-0.5",1.28672790933187
"5491","L1 31","gp",19,"-0.5","!","{The_coach_calmed_the_basketball_player_down}",0,3488,"L1","-0.5",0.719674806980101
"5497","L1 31","gp",13,"-0.5","!","{The_girl}",0,2056,"L1","0.5",-0.398810100137996
"5501","L1 31","gp",17,"-0.5","!","{The_two_men}",0,3455,"L1","0.5",0.693899665964111
"5512","L1 31","gp",1,"-0.5","!","{The_man}",1,1275,"L1","0.5",-1.00882177084975
"5516","L1 31","gp",8,"0.5","!","{Mary_dressed_herself}",1,2639,"L1","-0.5",0.0565507244778213
"5526","L1 31","gp",22,"0.5","!","{The_coach}",1,1307,"L1","0.5",-0.983827694713034
"5533","L1 31","gp",23,"-0.5","!","{The_mother_washed_the_child}",0,2954,"L1","-0.5",0.302586161448632
"5536","L1 31","gp",6,"0.5","!","{The_neighbour}",1,1564,"L1","0.5",-0.783094020740024
"5539","L1 31","gp",9,"-0.5","!","{The_pianist}",0,3356,"L1","0.5",0.616574242916142
"5545","L1 31","gp",18,"0.5","!","{The_baby}",1,1310,"L1","0.5",-0.981484500075217
"5552","L1 31","gp",21,"-0.5","!","{Anna}",0,1246,"L1","0.5",-1.03147265234865
"5563","L1 31","gp",11,"-0.5","!","{The_lady_woke_herself_up}",1,2887,"L1","-0.5",0.25025481453738
"5567","L1 31","gp",5,"-0.5","!","{The_father}",0,1667,"L1","0.5",-0.702644338174965
"5575","L1 31","gp",10,"0.5","!","{The_General}",1,1103,"L1","0.5",-1.14316493008461
"5595","L1 32","gp",24,"-0.5","!","{The_director}",1,2097,"L1","0.5",-0.366786440087827
"5598","L1 32","gp",7,"0.5","!","{The_man_woke_himself_up}",1,3368,"L1","-0.5",0.625947021467411
"5605","L1 32","gp",5,"0.5","!","{The_boy}",1,1589,"L1","0.5",-0.763567398758214
"5622","L1 32","gp",3,"0.5","!","{The_two_journalists_met_each_other}",1,4755,"L1","-0.5",1.70928400901825
"5626","L1 32","gp",17,"0.5","!","{The_terrorist}",1,1572,"L1","0.5",-0.776845501705845
"5637","L1 32","gp",20,"-0.5","!","{The_man}",1,2235,"L1","0.5",-0.258999486748234
"5641","L1 32","gp",2,"-0.5","!","{The_mother_dressed_herself}",1,3217,"L1","-0.5",0.508006224697277
"5647","L1 32","gp",8,"-0.5","!","{The_boy}",1,1373,"L1","0.5",-0.932277412681055
"5653","L1 32","gp",16,"-0.5","!","{The_assistant}",1,2965,"L1","0.5",0.311177875120628
"5663","L1 32","gp",10,"-0.5","!","{The_two_soldiers_fought_each_other}",1,2755,"L1","-0.5",0.147154250473421
"5666","L1 32","gp",9,"0.5","!","{The_singer}",1,1935,"L1","0.5",-0.493318950529958
"5669","L1 32","gp",15,"0.5","!","{The_aunt_dressed_herself}",1,2134,"L1","-0.5",-0.337887039554748
"5672","L1 32","gp",23,"0.5","!","{The_mother_washed_herself}",1,3861,"L1","-0.5",1.01101200694871
"5690","L1 32","gp",21,"0.5","!","{The_child}",1,1494,"L1","0.5",-0.837768562289093
"5693","L1 32","gp",13,"0.5","!","{The_boy}",1,1646,"L1","0.5",-0.719046700639686
"5704","L1 32","gp",22,"-0.5","!","{The_two_footballers_fought_each_other}",1,1468,"L1","-0.5",-0.858076249150176
"5707","L1 32","gp",4,"-0.5","!","{The_friend}",1,2452,"L1","0.5",-0.0895084079461201
"5715","L1 32","gp",1,"0.5","!","{The_man}",1,2296,"L1","0.5",-0.211354529112617
"5723","L1 32","gp",19,"0.5","!","{The_coach_calmed_himself_down}",1,3767,"L1","-0.5",0.937591908297105
"5730","L1 32","gp",18,"-0.5","!","{The_father_washed_himself}",1,1701,"L1","-0.5",-0.676088132279703
"5736","L1 32","gp",12,"-0.5","!","{The_baby}",1,1571,"L1","0.5",-0.777626566585117
"5743","L1 32","gp",6,"-0.5","!","{The_two_kids_fought_each_other}",1,1355,"L1","-0.5",-0.946336580507959
"5755","L1 32","gp",11,"0.5","!","{The_lady_woke_herself_up}",1,2260,"L1","-0.5",-0.239472864766424
"5759","L1 32","gp",14,"-0.5","!","{The_doctor_woke_himself_up}",1,1780,"L1","-0.5",-0.614384006817183
"5787","L1 33","gp",23,"-0.5","!","{The_mother}",0,2170,"L1","0.5",-0.309768703900941
"5791","L1 33","gp",2,"0.5","!","{The_mother_dressed_herself}",1,3362,"L1","-0.5",0.621260632191777
"5799","L1 33","gp",6,"0.5","!","{The_two_kids_fought_each_other}",1,2679,"L1","-0.5",0.0877933196487179
"5810","L1 33","gp",20,"0.5","!","{The_man}",1,3309,"L1","0.5",0.579864193590339
"5813","L1 33","gp",4,"0.5","!","{The_friend}",1,2090,"L1","0.5",-0.372253894242734
"5820","L1 33","gp",13,"-0.5","!","{The_girl_calmed_herself_down}",1,3878,"L1","-0.5",1.02429010989634
"5827","L1 33","gp",7,"-0.5","!","{The_lady}",1,2160,"L1","0.5",-0.317579352693665
"5839","L1 33","gp",19,"-0.5","!","{The_basketball_player}",1,2132,"L1","0.5",-0.339449169313293
"5842","L1 33","gp",21,"-0.5","!","{Anna_dressed_herself}",1,2257,"L1","-0.5",-0.241816059404241
"5845","L1 33","gp",9,"-0.5","!","{The_pianist_calmed_himself_down}",1,2422,"L1","-0.5",-0.112940354324293
"5855","L1 33","gp",8,"0.5","!","{The_boy}",1,1776,"L1","0.5",-0.617508266334272
"5858","L1 33","gp",15,"-0.5","!","{The_boy}",1,1821,"L1","0.5",-0.582360346767014
"5865","L1 33","gp",22,"0.5","!","{The_two_footballers_fought_each_other}",1,3323,"L1","-0.5",0.590799101900153
"5872","L1 33","gp",5,"-0.5","!","{The_father_washed_himself}",1,1753,"L1","-0.5",-0.635472758557538
"5878","L1 33","gp",3,"-0.5","!","{The_president}",1,1778,"L1","0.5",-0.615946136575727
"5882","L1 33","gp",17,"-0.5","!","{The_two_men_fought_each_other}",1,2746,"L1","-0.5",0.14012466655997
"5890","L1 33","gp",24,"0.5","!","{The_director}",1,1755,"L1","0.5",-0.633910628798993
"5896","L1 33","gp",11,"-0.5","!","{The_friend}",1,1400,"L1","0.5",-0.9111886609407
"5899","L1 33","gp",12,"0.5","!","{The_baby}",1,2013,"L1","0.5",-0.43239588994671
"5902","L1 33","gp",18,"0.5","!","{The_father_washed_himself}",1,3561,"L1","-0.5",0.776692543166987
"5906","L1 33","gp",1,"-0.5","!","{The_lawyer_calmed_himself_down}",1,6967,"L1","-0.5",3.43699952196883
"5921","L1 33","gp",14,"0.5","!","{The_doctor_woke_the_nurse_up}",0,5106,"L1","-0.5",1.98343778164287
"5927","L1 33","gp",16,"0.5","!","{The_assistant}",1,2049,"L1","0.5",-0.404277554292903
"5938","L1 33","gp",10,"0.5","!","{The_two_soldiers_fought_each_other}",1,3542,"L1","-0.5",0.761852310460811
"5969","L1 34","gp",21,"0.5","!","{Anna_dressed_herself}",1,3984,"L1","-0.5",1.10708298709922
"5976","L1 34","gp",3,"0.5","!","{The_two_journalists}",0,2218,"L1","0.5",-0.272277589695865
"5982","L1 34","gp",9,"0.5","!","{The_pianist_calmed_himself_down}",1,2854,"L1","-0.5",0.22447967352139
"5985","L1 34","gp",16,"-0.5","!","{The_researcher_woke_himself_up}",1,4117,"L1","-0.5",1.21096461604245
"5991","L1 34","gp",15,"0.5","!","{The_boy}",1,2188,"L1","0.5",-0.295709536074037
"5998","L1 34","gp",4,"-0.5","!","{The_two_children_hugged_their_friend}",0,4418,"L1","-0.5",1.44606514470345
"6006","L1 34","gp",23,"0.5","!","{The_child}",1,1456,"L1","0.5",-0.867449027701445
"6010","L1 34","gp",20,"-0.5","!","{The_two_friends_met_the_man}",0,2395,"L1","-0.5",-0.134029106064648
"6017","L1 34","gp",8,"-0.5","!","{Mary_dressed_the_boy}",0,1935,"L1","-0.5",-0.493318950529958
"6020","L1 34","gp",19,"0.5","!","{The_basketball_player}",1,1694,"L1","0.5",-0.68155558643461
"6028","L1 34","gp",5,"0.5","!","{The_father_washed_himself}",1,2560,"L1","-0.5",-0.0051534009846994
"6032","L1 34","gp",12,"-0.5","!","{The_nurse_washed_the_baby}",0,4028,"L1","-0.5",1.1414498417872
"6047","L1 34","gp",7,"0.5","!","{The_lady}",1,1366,"L1","0.5",-0.937744866835962
"6053","L1 34","gp",13,"0.5","!","{The_girl_calmed_herself_down}",1,2525,"L1","-0.5",-0.0324906717592339
"6061","L1 34","gp",18,"-0.5","!","{The_baby}",1,1234,"L1","0.5",-1.04084543089992
"6065","L1 34","gp",6,"-0.5","!","{The_two_kids}",0,3768,"L1","0.5",0.938372973176377
"6076","L1 34","gp",1,"0.5","!","{The_lawyer_calmed_himself_down}",1,2832,"L1","-0.5",0.207296246177397
"6084","L1 34","gp",10,"-0.5","!","{The_General}",1,1741,"L1","0.5",-0.644845537108807
"6087","L1 34","gp",24,"-0.5","!","{The_two_actresses_met_the_director}",0,3626,"L1","-0.5",0.827461760319694
"6090","L1 34","gp",17,"0.5","!","{The_two_men_fought_each_other}",1,3727,"L1","-0.5",0.906349313126208
"6098","L1 34","gp",22,"-0.5","!","{The_coach}",1,1574,"L1","0.5",-0.7752833719473
"6101","L1 34","gp",2,"-0.5","!","{The_mother}",0,2585,"L1","0.5",0.014373220997111
"6108","L1 34","gp",11,"0.5","!","{The_friend}",1,1500,"L1","0.5",-0.833082173013459
"6116","L1 34","gp",14,"-0.5","!","{The_nurse}",1,2087,"L1","0.5",-0.374597088880551
"6144","L1 35","gp",1,"-0.5","!","{The_man}",1,2473,"L1","0.5",-0.0731060454813994
"6147","L1 35","gp",23,"-0.5","!","{The_mother_washed_the_child}",0,3814,"L1","-0.5",0.974301957622908
"6150","L1 35","gp",18,"0.5","!","{The_baby}",1,1653,"L1","0.5",-0.713579246484779
"6160","L1 35","gp",2,"0.5","!","{The_baby}",1,1622,"L1","0.5",-0.737792257742224
"6168","L1 35","gp",3,"-0.5","!","{The_two_journalists_met_the_president}",0,2863,"L1","-0.5",0.231509257434842
"6175","L1 35","gp",13,"-0.5","!","{The_boy}",1,1128,"L1","0.5",-1.1236383081028
"6179","L1 35","gp",21,"-0.5","!","{The_child}",1,3666,"L1","0.5",0.858704355490591
"6186","L1 35","gp",20,"0.5","!","{The_two_friends_met_each_other}",1,2744,"L1","-0.5",0.138562536801425
"6190","L1 35","gp",11,"-0.5","!","{The_lady_woke_herself_up}",1,3823,"L1","-0.5",0.98133154153636
"6196","L1 35","gp",10,"0.5","!","{The_General}",1,1442,"L1","0.5",-0.878383936011259
"6202","L1 35","gp",6,"0.5","!","{The_neighbour}",1,986,"L1","0.5",-1.23454952095948
"6205","L1 35","gp",5,"-0.5","!","{The_boy}",1,893,"L1","0.5",-1.30718855473181
"6215","L1 35","gp",9,"-0.5","!","{The_singer}",1,2378,"L1","0.5",-0.147307209012279
"6219","L1 35","gp",4,"0.5","!","{The_two_children_hugged_each_other}",1,2858,"L1","-0.5",0.22760393303848
"6224","L1 35","gp",17,"-0.5","!","{The_terrorist}",1,1003,"L1","0.5",-1.22127141801185
"6235","L1 35","gp",12,"0.5","!","{The_nurse_washed_herself}",1,2307,"L1","-0.5",-0.20276281544062
"6244","L1 35","gp",15,"-0.5","!","{The_aunt_dressed_herself}",1,2275,"L1","-0.5",-0.227756891577337
"6248","L1 35","gp",24,"0.5","!","{The_two_actresses_met_each_other}",1,2379,"L1","-0.5",-0.146526144133006
"6251","L1 35","gp",14,"0.5","!","{The_nurse}",1,1121,"L1","0.5",-1.1291057622577
"6255","L1 35","gp",19,"-0.5","!","{The_coach_calmed_the_basketball_player_down}",0,2244,"L1","-0.5",-0.251969902834782
"6263","L1 35","gp",22,"0.5","!","{The_coach}",1,1423,"L1","0.5",-0.893224168717434
"6272","L1 35","gp",7,"-0.5","!","{The_man_woke_himself_up}",1,1954,"L1","-0.5",-0.478478717823782
"6279","L1 35","gp",8,"0.5","!","{Mary_dressed_herself}",1,1999,"L1","-0.5",-0.443330798256524
"6299","L1 35","gp",16,"0.5","!","{The_researcher_woke_himself_up}",1,2052,"L1","-0.5",-0.401934359655086
"6319","L1 36","gp",18,"-0.5","!","{The_father_washed_the_baby}",0,2527,"L1","-0.5",-0.0309285420006891
"6336","L1 36","gp",21,"0.5","!","{The_child}",1,1474,"L1","0.5",-0.853389859874541
"6340","L1 36","gp",14,"-0.5","!","{The_doctor_woke_the_nurse_up}",0,2642,"L1","-0.5",0.0588939191156386
"6344","L1 36","gp",5,"0.5","!","{The_boy}",1,1550,"L1","0.5",-0.794028929049838
"6352","L1 36","gp",10,"-0.5","!","{The_two_soldiers_fought_the_General}",0,3787,"L1","-0.5",0.953213205882553
"6358","L1 36","gp",23,"0.5","!","{The_mother_washed_herself}",1,3336,"L1","-0.5",0.600952945330694
"6366","L1 36","gp",16,"-0.5","!","{The_assistant}",1,1631,"L1","0.5",-0.730762673828772
"6378","L1 36","gp",15,"0.5","!","{The_aunt_dressed_herself}",1,2759,"L1","-0.5",0.150278509990511
"6382","L1 36","gp",1,"0.5","!","{The_man}",1,3033,"L1","0.5",0.364290286911153
"6385","L1 36","gp",3,"0.5","!","{The_two_journalists_met_each_other}",1,2878,"L1","-0.5",0.243225230623928
"6393","L1 36","gp",2,"-0.5","!","{The_mother_dressed_the_baby}",0,1894,"L1","-0.5",-0.525342610580127
"6396","L1 36","gp",20,"-0.5","!","{The_man}",1,1259,"L1","0.5",-1.02131880891811
"6405","L1 36","gp",4,"-0.5","!","{The_friend}",1,2607,"L1","0.5",0.0315566483411041
"6411","L1 36","gp",6,"-0.5","!","{The_two_kids_fought_each_other}",1,2513,"L1","-0.5",-0.0418634503105029
"6417","L1 36","gp",24,"-0.5","!","{The_director}",1,1254,"L1","0.5",-1.02522413331447
"6424","L1 36","gp",8,"-0.5","!","{The_boy}",1,9896,"L1","0.5",5.72473855335773
"6431","L1 36","gp",9,"0.5","!","{The_singer}",1,1428,"L1","0.5",-0.889318844321072
"6454","L1 36","gp",19,"0.5","!","{The_coach_calmed_himself_down}",1,2593,"L1","-0.5",0.0206217400312903
"6458","L1 36","gp",7,"0.5","!","{The_man_woke_himself_up}",1,2775,"L1","-0.5",0.16277554805887
"6461","L1 36","gp",12,"-0.5","!","{The_baby}",1,1647,"L1","0.5",-0.718265635760414
"6464","L1 36","gp",22,"-0.5","!","{The_two_footballers_fought_each_other}",1,3073,"L1","-0.5",0.395532882082049
"6467","L1 36","gp",11,"0.5","!","{The_lady_woke_herself_up}",1,1978,"L1","-0.5",-0.459733160721244
"6471","L1 36","gp",17,"0.5","!","{The_terrorist}",1,1297,"L1","0.5",-0.991638343505759
"6478","L1 36","gp",13,"0.5","!","{The_boy}",1,1562,"L1","0.5",-0.784656150498569
"6496","L1 37","gp",17,"-0.5","!","{The_two_men_fought_each_other}",1,2865,"L1","-0.5",0.233071387193387
"6504","L1 37","gp",13,"-0.5","!","{The_girl_calmed_herself_down}",1,2420,"L1","-0.5",-0.114502484082837
"6510","L1 37","gp",9,"-0.5","!","{The_pianist_calmed_the_singer_down}",0,2185,"L1","-0.5",-0.298052730711855
"6520","L1 37","gp",6,"0.5","!","{The_two_kids_fought_each_other}",1,1942,"L1","-0.5",-0.487851496375051
"6524","L1 37","gp",12,"0.5","!","{The_baby}",1,1569,"L1","0.5",-0.779188696343662
"6531","L1 37","gp",5,"-0.5","!","{The_father_washed_the_boy}",0,2719,"L1","-0.5",0.119035914819614
"6535","L1 37","gp",11,"-0.5","!","{The_lady}",0,3098,"L1","0.5",0.415059504063859
"6538","L1 37","gp",1,"-0.5","!","{The_lawyer_calmed_the_man_down}",0,2614,"L1","-0.5",0.037024102496011
"6544","L1 37","gp",7,"-0.5","!","{The_man}",0,1359,"L1","0.5",-0.943212320990869
"6552","L1 37","gp",22,"0.5","!","{The_two_footballers_fought_each_other}",1,2529,"L1","-0.5",-0.0293664122421442
"6566","L1 37","gp",19,"-0.5","!","{The_basketball_player}",1,2861,"L1","0.5",0.229947127676297
"6569","L1 37","gp",4,"0.5","!","{The_friend}",1,1887,"L1","0.5",-0.530810064735034
"6575","L1 37","gp",3,"-0.5","!","{The_president}",1,1744,"L1","0.5",-0.642502342470989
"6578","L1 37","gp",23,"-0.5","!","{The_child}",1,1313,"L1","0.5",-0.9791413054374
"6581","L1 37","gp",16,"0.5","!","{The_assistant}",1,1559,"L1","0.5",-0.786999345136386
"6585","L1 37","gp",21,"-0.5","!","{Anna_dressed_the_child}",0,1595,"L1","-0.5",-0.758881009482579
"6593","L1 37","gp",14,"0.5","!","{The_doctor_woke_himself_up}",1,2618,"L1","-0.5",0.0401483620131006
"6599","L1 37","gp",2,"0.5","!","{The_mother_dressed_the_baby}",0,1582,"L1","-0.5",-0.769034852913121
"6625","L1 37","gp",24,"0.5","!","{The_director}",1,1715,"L1","0.5",-0.665153223969889
"6632","L1 37","gp",8,"0.5","!","{Mary}",0,2178,"L1","0.5",-0.303520184866762
"6636","L1 37","gp",15,"-0.5","!","{The_aunt}",0,2067,"L1","0.5",-0.390218386466
"6645","L1 37","gp",10,"0.5","!","{The_two_soldiers_fought_each_other}",1,4196,"L1","-0.5",1.27266874150497
"6648","L1 37","gp",20,"0.5","!","{The_man}",1,1026,"L1","0.5",-1.20330692578858
"6656","L1 37","gp",18,"0.5","!","{The_father_washed_himself}",1,3705,"L1","-0.5",0.889165885782215
"6683","L1 38","gp",12,"-0.5","!","{The_nurse_washed_herself}",1,3083,"L1","-0.5",0.403343530874773
"6698","L1 38","gp",4,"-0.5","!","{The_two_children_hugged_each_other}",1,2057,"L1","-0.5",-0.398029035258724
"6706","L1 38","gp",19,"0.5","!","{The_basketball_player}",1,1715,"L1","0.5",-0.665153223969889
"6712","L1 38","gp",7,"0.5","!","{The_lady}",1,1129,"L1","0.5",-1.12285724322352
"6719","L1 38","gp",17,"0.5","!","{The_two_men_fought_each_other}",1,2426,"L1","-0.5",-0.109816094807203
"6726","L1 38","gp",3,"0.5","!","{The_president}",1,1807,"L1","0.5",-0.593295255076827
"6734","L1 38","gp",8,"-0.5","!","{Mary_dressed_herself}",1,8374,"L1","-0.5",4.53595780710512
"6737","L1 38","gp",6,"-0.5","!","{The_neighbour}",1,2041,"L1","0.5",-0.410526073327082
"6743","L1 38","gp",1,"0.5","!","{The_lawyer_calmed_himself_down}",1,3690,"L1","-0.5",0.877449912593129
"6754","L1 38","gp",9,"0.5","!","{The_pianist_calmed_himself_down}",1,2298,"L1","-0.5",-0.209792399354072
"6757","L1 38","gp",13,"0.5","!","{The_girl_calmed_herself_down}",1,1853,"L1","-0.5",-0.557366270630296
"6768","L1 38","gp",2,"-0.5","!","{The_baby}",1,1772,"L1","0.5",-0.620632525851362
"6771","L1 38","gp",5,"0.5","!","{The_father_washed_himself}",1,1444,"L1","-0.5",-0.876821806252714
"6782","L1 38","gp",20,"-0.5","!","{The_two_friends_met_each_other}",1,2293,"L1","-0.5",-0.213697723750434
"6785","L1 38","gp",11,"0.5","!","{The_friend}",1,1222,"L1","0.5",-1.05021820945119
"6792","L1 38","gp",23,"0.5","!","{The_mother}",0,1569,"L1","0.5",-0.779188696343662
"6799","L1 38","gp",21,"0.5","!","{Anna_dressed_herself}",1,2654,"L1","-0.5",0.0682666976669075
"6805","L1 38","gp",14,"-0.5","!","{The_nurse}",1,1534,"L1","0.5",-0.806525967118196
"6808","L1 38","gp",16,"-0.5","!","{The_researcher_woke_himself_up}",1,2473,"L1","-0.5",-0.0731060454813994
"6816","L1 38","gp",15,"0.5","!","{The_boy}",1,1211,"L1","0.5",-1.05880992312319
"6822","L1 38","gp",10,"-0.5","!","{The_General}",1,1556,"L1","0.5",-0.789342539774203
"6829","L1 38","gp",24,"-0.5","!","{The_two_actresses_met_each_other}",1,1680,"L1","-0.5",-0.692490494744424
"6836","L1 38","gp",18,"-0.5","!","{The_baby}",1,1438,"L1","0.5",-0.881508195528348
"6839","L1 38","gp",22,"-0.5","!","{The_coach}",1,838,"L1","0.5",-1.3501471230918
"6859","L1 39","gp",7,"-0.5","!","{The_man_woke_himself_up}",1,4275,"L1","-0.5",1.33437286696749
"6864","L1 39","gp",16,"0.5","!","{The_researcher_woke_himself_up}",1,2897,"L1","-0.5",0.258065463330104
"6868","L1 39","gp",6,"0.5","!","{The_neighbour}",1,2377,"L1","0.5",-0.148088273891551
"6875","L1 39","gp",23,"-0.5","!","{The_mother_washed_the_child}",0,2331,"L1","-0.5",-0.184017258338082
"6879","L1 39","gp",1,"-0.5","!","{The_man}",1,2899,"L1","0.5",0.259627593088649
"6883","L1 39","gp",12,"0.5","!","{The_nurse_washed_herself}",1,2898,"L1","-0.5",0.258846528209377
"6887","L1 39","gp",8,"0.5","!","{Mary_dressed_herself}",1,1458,"L1","-0.5",-0.8658868979429
"6897","L1 39","gp",24,"0.5","!","{The_two_actresses_met_each_other}",1,2757,"L1","-0.5",0.148716380231966
"6904","L1 39","gp",14,"0.5","!","{The_nurse}",1,1830,"L1","0.5",-0.575330762853562
"6907","L1 39","gp",9,"-0.5","!","{The_pianist}",0,5220,"L1","0.5",2.07247917787992
"6918","L1 39","gp",11,"-0.5","!","{The_lady_woke_herself_up}",1,4407,"L1","-0.5",1.43747343103145
"6929","L1 39","gp",19,"-0.5","!","{The_coach_calmed_himself_down}",1,5227,"L1","-0.5",2.07794663203483
"6937","L1 39","gp",22,"0.5","!","{The_coach}",1,1948,"L1","0.5",-0.483165107099417
"6951","L1 39","gp",18,"0.5","!","{The_baby}",1,1422,"L1","0.5",-0.894005233596707
"6961","L1 39","gp",15,"-0.5","!","{The_aunt_dressed_herself}",1,2134,"L1","-0.5",-0.337887039554748
"6964","L1 39","gp",21,"-0.5","!","{Anna}",0,1346,"L1","0.5",-0.95336616442141
"6971","L1 39","gp",10,"0.5","!","{The_General}",1,1658,"L1","0.5",-0.709673922088417
"6978","L1 39","gp",17,"-0.5","!","{The_terrorist}",1,1674,"L1","0.5",-0.697176884020058
"6984","L1 39","gp",13,"-0.5","!","{The_boy}",1,1644,"L1","0.5",-0.720608830398231
"6988","L1 39","gp",2,"0.5","!","{The_baby}",1,1894,"L1","0.5",-0.525342610580127
"6991","L1 39","gp",4,"0.5","!","{The_two_children_hugged_each_other}",1,3038,"L1","-0.5",0.368195611307515
"7001","L1 39","gp",3,"-0.5","!","{The_two_journalists_met_each_other}",1,2703,"L1","-0.5",0.106538876751256
"7008","L1 39","gp",5,"-0.5","!","{The_boy}",1,1542,"L1","0.5",-0.800277448084017
"7019","L1 39","gp",20,"0.5","!","{The_two_friends_met_each_other}",1,2207,"L1","-0.5",-0.280869303367862
"7039","L1 40","gp",8,"-0.5","!","{The_boy}",1,1606,"L1","0.5",-0.750289295810583
"7049","L1 40","gp",11,"0.5","!","{The_lady_woke_herself_up}",1,4474,"L1","-0.5",1.4898047779427
"7066","L1 40","gp",7,"0.5","!","{The_man_woke_himself_up}",1,3989,"L1","-0.5",1.11098831149558
"7078","L1 40","gp",23,"0.5","!","{The_mother_washed_the_child}",0,5463,"L1","-0.5",2.26227794354312
"7086","L1 40","gp",14,"-0.5","!","{The_doctor_woke_himself_up}",1,4491,"L1","-0.5",1.50308288089033
"7090","L1 40","gp",22,"-0.5","!","{The_two_footballers_fought_each_other}",1,3614,"L1","-0.5",0.818088981768425
"7098","L1 40","gp",17,"0.5","!","{The_terrorist}",1,1580,"L1","0.5",-0.770596982671665
"7105","L1 40","gp",6,"-0.5","!","{The_two_kids_fought_each_other}",1,2555,"L1","-0.5",-0.00905872538106147
"7111","L1 40","gp",18,"-0.5","!","{The_father_washed_the_baby}",0,2513,"L1","-0.5",-0.0418634503105029
"7129","L1 40","gp",4,"-0.5","!","{The_two_children}",0,2080,"L1","0.5",-0.380064543035458
"7139","L1 40","gp",12,"-0.5","!","{The_baby}",1,5614,"L1","0.5",2.38021874031325
"7145","L1 40","gp",9,"0.5","!","{The_singer}",1,1620,"L1","0.5",-0.739354387500769
"7150","L1 40","gp",20,"-0.5","!","{The_two_friends}",0,2478,"L1","0.5",-0.0692007210850374
