"","group","subject","item","region","measure","sort","condition","skips","rawdata","nozero","ambiguity","gender","trimmed_nozero"
"3842","L1","L1 1",24,"spillover","fp","spillover fp",4,0,323,323,"Unambiguous","Mismatch",323
"3844","L1","L1 1",12,"spillover","fp","spillover fp",4,0,879,879,"Unambiguous","Mismatch",879
"3846","L1","L1 1",6,"spillover","fp","spillover fp",2,0,169,169,"Ambiguous","Mismatch",169
"3848","L1","L1 1",7,"spillover","fp","spillover fp",3,0,195,195,"Unambiguous","Match",195
"3850","L1","L1 1",14,"spillover","fp","spillover fp",2,0,644,644,"Ambiguous","Mismatch",644
"3852","L1","L1 1",21,"spillover","fp","spillover fp",1,0,681,681,"Ambiguous","Match",681
"3854","L1","L1 1",19,"spillover","fp","spillover fp",3,0,511,511,"Unambiguous","Match",511
"3856","L1","L1 1",17,"spillover","fp","spillover fp",1,0,648,648,"Ambiguous","Match",648
"3858","L1","L1 1",10,"spillover","fp","spillover fp",2,0,126,126,"Ambiguous","Mismatch",126
"3860","L1","L1 1",23,"spillover","fp","spillover fp",3,0,359,359,"Unambiguous","Match",359
"3862","L1","L1 1",15,"spillover","fp","spillover fp",3,0,160,160,"Unambiguous","Match",160
"3864","L1","L1 1",1,"spillover","fp","spillover fp",1,0,593,593,"Ambiguous","Match",593
"3866","L1","L1 1",2,"spillover","fp","spillover fp",2,0,150,150,"Ambiguous","Mismatch",150
"3868","L1","L1 1",5,"spillover","fp","spillover fp",1,0,515,515,"Ambiguous","Match",515
"3870","L1","L1 1",16,"spillover","fp","spillover fp",4,0,169,169,"Unambiguous","Mismatch",169
"3872","L1","L1 1",3,"spillover","fp","spillover fp",3,0,760,760,"Unambiguous","Match",760
"3874","L1","L1 1",13,"spillover","fp","spillover fp",1,0,178,178,"Ambiguous","Match",178
"3876","L1","L1 1",11,"spillover","fp","spillover fp",3,0,695,695,"Unambiguous","Match",695
"3878","L1","L1 1",9,"spillover","fp","spillover fp",1,0,1228,1228,"Ambiguous","Match",1228
"3880","L1","L1 1",8,"spillover","fp","spillover fp",4,0,1052,1052,"Unambiguous","Mismatch",1052
"3882","L1","L1 1",4,"spillover","fp","spillover fp",4,0,642,642,"Unambiguous","Mismatch",642
"3884","L1","L1 1",20,"spillover","fp","spillover fp",4,0,187,187,"Unambiguous","Mismatch",187
"3886","L1","L1 1",18,"spillover","fp","spillover fp",2,0,467,467,"Ambiguous","Mismatch",467
"3888","L1","L1 1",22,"spillover","fp","spillover fp",2,0,567,567,"Ambiguous","Mismatch",567
"3890","L1","L1 2",14,"spillover","fp","spillover fp",3,0,301,301,"Unambiguous","Match",301
"3892","L1","L1 2",4,"spillover","fp","spillover fp",1,0,431,431,"Ambiguous","Match",431
"3894","L1","L1 2",19,"spillover","fp","spillover fp",4,0,395,395,"Unambiguous","Mismatch",395
"3896","L1","L1 2",1,"spillover","fp","spillover fp",2,0,421,421,"Ambiguous","Mismatch",421
"3898","L1","L1 2",5,"spillover","fp","spillover fp",2,0,359,359,"Ambiguous","Mismatch",359
"3900","L1","L1 2",15,"spillover","fp","spillover fp",4,0,122,122,"Unambiguous","Mismatch",122
"3902","L1","L1 2",7,"spillover","fp","spillover fp",4,0,251,251,"Unambiguous","Mismatch",251
"3904","L1","L1 2",18,"spillover","fp","spillover fp",3,0,273,273,"Unambiguous","Match",273
"3906","L1","L1 2",6,"spillover","fp","spillover fp",3,0,439,439,"Unambiguous","Match",439
"3908","L1","L1 2",22,"spillover","fp","spillover fp",3,0,404,404,"Unambiguous","Match",404
"3910","L1","L1 2",10,"spillover","fp","spillover fp",3,0,311,311,"Unambiguous","Match",311
"3912","L1","L1 2",8,"spillover","fp","spillover fp",1,0,201,201,"Ambiguous","Match",201
"3914","L1","L1 2",24,"spillover","fp","spillover fp",1,0,125,125,"Ambiguous","Match",125
"3916","L1","L1 2",17,"spillover","fp","spillover fp",2,0,229,229,"Ambiguous","Mismatch",229
"3918","L1","L1 2",2,"spillover","fp","spillover fp",3,0,301,301,"Unambiguous","Match",301
"3920","L1","L1 2",11,"spillover","fp","spillover fp",4,0,282,282,"Unambiguous","Mismatch",282
"3922","L1","L1 2",3,"spillover","fp","spillover fp",4,0,328,328,"Unambiguous","Mismatch",328
"3924","L1","L1 2",21,"spillover","fp","spillover fp",2,0,124,124,"Ambiguous","Mismatch",124
"3926","L1","L1 2",20,"spillover","fp","spillover fp",1,0,197,197,"Ambiguous","Match",197
"3928","L1","L1 2",16,"spillover","fp","spillover fp",1,1,0,NA,"Ambiguous","Match",NA
"3930","L1","L1 2",13,"spillover","fp","spillover fp",2,0,198,198,"Ambiguous","Mismatch",198
"3932","L1","L1 2",9,"spillover","fp","spillover fp",2,0,188,188,"Ambiguous","Mismatch",188
"3934","L1","L1 2",12,"spillover","fp","spillover fp",1,0,304,304,"Ambiguous","Match",304
"3936","L1","L1 2",23,"spillover","fp","spillover fp",4,0,241,241,"Unambiguous","Mismatch",241
"3937","L1","L1 3",11,"spillover","fp","spillover fp",1,0,446,446,"Ambiguous","Match",446
"3939","L1","L1 3",21,"spillover","fp","spillover fp",3,0,802,802,"Unambiguous","Match",802
"3941","L1","L1 3",2,"spillover","fp","spillover fp",4,0,611,611,"Unambiguous","Mismatch",611
"3943","L1","L1 3",20,"spillover","fp","spillover fp",2,0,306,306,"Ambiguous","Mismatch",306
"3945","L1","L1 3",9,"spillover","fp","spillover fp",3,0,869,869,"Unambiguous","Match",869
"3947","L1","L1 3",4,"spillover","fp","spillover fp",2,0,110,110,"Ambiguous","Mismatch",110
"3949","L1","L1 3",3,"spillover","fp","spillover fp",1,0,583,583,"Ambiguous","Match",583
"3951","L1","L1 3",1,"spillover","fp","spillover fp",3,0,525,525,"Unambiguous","Match",525
"3953","L1","L1 3",13,"spillover","fp","spillover fp",3,0,535,535,"Unambiguous","Match",535
"3955","L1","L1 3",18,"spillover","fp","spillover fp",4,0,376,376,"Unambiguous","Mismatch",376
"3957","L1","L1 3",7,"spillover","fp","spillover fp",1,0,297,297,"Ambiguous","Match",297
"3959","L1","L1 3",5,"spillover","fp","spillover fp",3,0,829,829,"Unambiguous","Match",829
"3961","L1","L1 3",15,"spillover","fp","spillover fp",1,0,221,221,"Ambiguous","Match",221
"3963","L1","L1 3",16,"spillover","fp","spillover fp",2,0,493,493,"Ambiguous","Mismatch",493
"3965","L1","L1 3",8,"spillover","fp","spillover fp",2,0,1268,1268,"Ambiguous","Mismatch",1268
"3967","L1","L1 3",22,"spillover","fp","spillover fp",4,0,956,956,"Unambiguous","Mismatch",956
"3969","L1","L1 3",17,"spillover","fp","spillover fp",3,0,473,473,"Unambiguous","Match",473
"3971","L1","L1 3",19,"spillover","fp","spillover fp",1,0,532,532,"Ambiguous","Match",532
"3973","L1","L1 3",23,"spillover","fp","spillover fp",1,0,979,979,"Ambiguous","Match",979
"3975","L1","L1 3",14,"spillover","fp","spillover fp",4,0,1950,1950,"Unambiguous","Mismatch",1950
"3977","L1","L1 3",24,"spillover","fp","spillover fp",2,0,471,471,"Ambiguous","Mismatch",471
"3979","L1","L1 3",10,"spillover","fp","spillover fp",4,0,669,669,"Unambiguous","Mismatch",669
"3981","L1","L1 3",12,"spillover","fp","spillover fp",2,0,196,196,"Ambiguous","Mismatch",196
