"","subject","type","item","condition","question","correct_answer","response","rt","group","clause_q","z_scored_rt"
"4612","L1 26","gp",17,"0.5","0","-","-",4627,"L1","-0.5",-0.00151505933082594
"4616","L1 26","gp",4,"-0.5","0","-","-",4113,"L1","-0.5",-0.210164480542893
"4623","L1 26","gp",18,"-0.5","0","-","-",7001,"L1","0.5",0.962169232415182
"4626","L1 26","gp",5,"0.5","0","-","-",2877,"L1","-0.5",-0.71189732999448
"4629","L1 26","gp",22,"-0.5","0","-","-",3618,"L1","0.5",-0.411101179959184
"4638","L1 26","gp",2,"-0.5","0","-","-",4624,"L1","0.5",-0.00273285750910649
"4645","L1 26","gp",1,"0.5","0","-","-",2869,"L1","-0.5",-0.715144791803228
"4648","L1 26","gp",3,"0.5","0","-","-",6252,"L1","0.5",0.658125620571138
"4652","L1 26","gp",12,"-0.5","0","-","-",6372,"L1","-0.5",0.70683754770236
"4666","L1 26","gp",15,"0.5","0","-","-",2383,"L1","0.5",-0.912428096684677
"4674","L1 26","gp",6,"-0.5","0","-","-",4526,"L1","0.5",-0.0425142646662711
"4677","L1 26","gp",10,"-0.5","0","-","-",3113,"L1","0.5",-0.61609720663641
"4697","L1 27","gp",10,"0.5","0","-","-",4541,"L1","0.5",-0.0364252737748684
"4701","L1 27","gp",7,"-0.5","0","-","-",7266,"L1","-0.5",1.06974140482996
"4711","L1 27","gp",6,"0.5","0","-","-",5375,"L1","0.5",0.302122619787124
"4714","L1 27","gp",11,"-0.5","0","-","-",2982,"L1","-0.5",-0.669274393754661
"4725","L1 27","gp",21,"-0.5","0","-","-",4581,"L1","0.5",-0.0201879647311277
"4732","L1 27","gp",24,"0.5","0","-","-",6257,"L1","-0.5",0.660155284201606
"4739","L1 27","gp",13,"-0.5","0","-","-",2277,"L1","0.5",-0.95545696565059
"4746","L1 27","gp",23,"-0.5","0","-","-",2624,"L1","-0.5",-0.814598309696139
"4749","L1 27","gp",4,"0.5","0","-","-",3227,"L1","-0.5",-0.569820875861749
"4756","L1 27","gp",14,"0.5","0","-","-",8302,"L1","0.5",1.49028770906285
"4762","L1 27","gp",15,"-0.5","0","-","-",3505,"L1","-0.5",-0.456971578007751
"4773","L1 27","gp",16,"0.5","0","-","-",2323,"L1","-0.5",-0.936784060250288
"4780","L1 27","gp",20,"0.5","0","-","-",3459,"L1","-0.5",-0.475644483408053
"4788","L1 27","gp",12,"0.5","0","-","-",6684,"L1","-0.5",0.833488558243538
"4796","L1 27","gp",9,"-0.5","0","-","-",4649,"L1","0.5",0.00741546064323142
"4799","L1 27","gp",2,"0.5","0","-","-",4194,"L1","0.5",-0.177283929729319
"4822","L1 27","gp",18,"0.5","0","-","-",4939,"L1","0.5",0.125135951210351
"4825","L1 27","gp",22,"0.5","0","-","-",1946,"L1","0.5",-1.08982069798754
"4829","L1 27","gp",5,"-0.5","0","-","-",4068,"L1","0.5",-0.228431453217102
"4836","L1 27","gp",17,"-0.5","0","-","-",1799,"L1","0.5",-1.14949280872329
"4842","L1 27","gp",8,"0.5","0","-","-",1623,"L1","-0.5",-1.22093696851575
"4850","L1 27","gp",1,"-0.5","0","-","-",1820,"L1","0.5",-1.14096822147533
"4854","L1 27","gp",19,"-0.5","0","-","-",2235,"L1","-0.5",-0.972506140146517
"4858","L1 27","gp",3,"-0.5","0","-","-",2434,"L1","-0.5",-0.891725527653908
"4881","L1 28","gp",20,"-0.5","0","-","-",3569,"L1","0.5",-0.430991883537766
"4889","L1 28","gp",6,"-0.5","0","-","-",6367,"L1","-0.5",0.704807884071893
"4896","L1 28","gp",11,"0.5","0","-","-",2479,"L1","-0.5",-0.873458554979699
"4900","L1 28","gp",13,"0.5","0","-","-",3549,"L1","0.5",-0.439110538059637
"4907","L1 28","gp",7,"0.5","0","-","-",5299,"L1","-0.5",0.271271732604017
"4911","L1 28","gp",10,"-0.5","0","-","-",5855,"L1","-0.5",0.496970328312012
"4922","L1 28","gp",24,"-0.5","0","-","-",5128,"L1","0.5",0.201857236442026
"4928","L1 28","gp",4,"-0.5","0","-","-",8907,"L1","0.5",1.73587700834942
"4939","L1 28","gp",2,"-0.5","0","-","-",6437,"L1","-0.5",0.733223174898439
"4942","L1 28","gp",3,"0.5","0","-","-",3234,"L1","-0.5",-0.566979346779094
"4950","L1 28","gp",23,"0.5","0","-","-",2832,"L1","-0.5",-0.730164302668688
"4957","L1 28","gp",16,"-0.5","0","-","-",4391,"L1","0.5",-0.0973151826888958
"4960","L1 28","gp",8,"-0.5","0","-","-",4639,"L1","0.5",0.00335613338229626
"4970","L1 28","gp",22,"-0.5","0","-","-",5810,"L1","-0.5",0.478703355637804
"4973","L1 28","gp",17,"0.5","0","-","-",2109,"L1","0.5",-1.0236536636343
"4976","L1 28","gp",12,"-0.5","0","-","-",4532,"L1","0.5",-0.04007866830971
"4983","L1 28","gp",1,"0.5","0","-","-",2288,"L1","0.5",-0.950991705663561
"4989","L1 28","gp",14,"-0.5","0","-","-",5018,"L1","-0.5",0.157204636571739
"4992","L1 28","gp",15,"0.5","0","-","-",2442,"L1","-0.5",-0.888478065845159
"4999","L1 28","gp",19,"0.5","0","-","-",6716,"L1","-0.5",0.84647840547853
"5007","L1 28","gp",21,"0.5","0","-","-",3674,"L1","0.5",-0.388368947297947
"5015","L1 28","gp",9,"0.5","0","-","-",2732,"L1","0.5",-0.77075757527804
"5028","L1 28","gp",18,"-0.5","0","-","-",3881,"L1","-0.5",-0.304340872996589
"5037","L1 28","gp",5,"0.5","0","-","-",1955,"L1","0.5",-1.0861673034527
"5054","L1 29","gp",7,"-0.5","0","-","-",3982,"L1","0.5",-0.263341667661144
"5061","L1 29","gp",18,"0.5","0","-","-",3145,"L1","-0.5",-0.603107359401417
"5068","L1 29","gp",20,"0.5","0","-","-",4383,"L1","0.5",-0.100562644497644
"5072","L1 29","gp",17,"-0.5","0","-","-",4910,"L1","-0.5",0.113363902153639
"5076","L1 29","gp",5,"-0.5","0","-","-",6492,"L1","-0.5",0.755549474833582
"5080","L1 29","gp",8,"0.5","0","-","-",3367,"L1","0.5",-0.512990294208657
"5091","L1 29","gp",24,"0.5","0","-","-",4144,"L1","0.5",-0.197580566033994
"5099","L1 29","gp",16,"0.5","0","-","-",3153,"L1","0.5",-0.599859897592669
"5105","L1 29","gp",3,"-0.5","0","-","-",8698,"L1","0.5",1.65103706859588
"5112","L1 29","gp",22,"0.5","0","-","-",3378,"L1","-0.5",-0.508525034221628
"5124","L1 29","gp",9,"-0.5","0","-","-",5489,"L1","-0.5",0.348398950561785
"5131","L1 29","gp",4,"0.5","0","-","-",3388,"L1","0.5",-0.504465706960693
"5134","L1 29","gp",2,"0.5","0","-","-",2715,"L1","-0.5",-0.77765843162163
"5137","L1 29","gp",12,"0.5","0","-","-",2277,"L1","0.5",-0.95545696565059
"5148","L1 29","gp",13,"-0.5","0","-","-",3059,"L1","-0.5",-0.63801757384546
"5154","L1 29","gp",21,"-0.5","0","-","-",2956,"L1","-0.5",-0.679828644633092
"5161","L1 29","gp",19,"-0.5","0","-","-",4287,"L1","0.5",-0.139532186202622
"5168","L1 29","gp",14,"0.5","0","-","-",3845,"L1","-0.5",-0.318954451135956
"5175","L1 29","gp",23,"-0.5","0","-","-",4328,"L1","0.5",-0.122888944432787
"5183","L1 29","gp",6,"0.5","0","-","-",3286,"L1","-0.5",-0.545870845022232
"5198","L1 29","gp",11,"-0.5","0","-","-",4085,"L1","0.5",-0.221530596873512
"5201","L1 29","gp",15,"-0.5","0","-","-",2760,"L1","0.5",-0.759391458947421
"5211","L1 29","gp",1,"-0.5","0","-","-",3963,"L1","-0.5",-0.271054389456921
"5215","L1 29","gp",10,"0.5","0","-","-",2792,"L1","-0.5",-0.746401611712429
"5238","L1 30","gp",3,"0.5","0","-","-",3549,"L1","0.5",-0.439110538059637
"5246","L1 30","gp",15,"0.5","0","-","-",3726,"L1","0.5",-0.367260445541084
"5262","L1 30","gp",17,"0.5","0","-","-",2673,"L1","-0.5",-0.794707606117557
"5268","L1 30","gp",24,"-0.5","0","-","-",7638,"L1","-0.5",1.22074837893675
"5276","L1 30","gp",14,"-0.5","0","-","-",4023,"L1","0.5",-0.24669842589131
"5281","L1 30","gp",10,"-0.5","0","-","-",7041,"L1","0.5",0.978406541458923
"5285","L1 30","gp",6,"-0.5","0","-","-",3892,"L1","0.5",-0.299875613009561
"5289","L1 30","gp",8,"-0.5","0","-","-",5681,"L1","-0.5",0.42633803397174
"5295","L1 30","gp",7,"0.5","0","-","-",3379,"L1","0.5",-0.508119101495535
"5302","L1 30","gp",11,"0.5","0","-","-",2901,"L1","0.5",-0.702154944568235
"5305","L1 30","gp",23,"0.5","0","-","-",2177,"L1","0.5",-0.996050238259941
"5308","L1 30","gp",5,"0.5","0","-","-",3146,"L1","-0.5",-0.602701426675324
"5311","L1 30","gp",4,"-0.5","0","-","-",5827,"L1","-0.5",0.485604211981394
"5320","L1 30","gp",12,"-0.5","0","-","-",9650,"L1","-0.5",2.03748502383691
"5324","L1 30","gp",20,"-0.5","0","-","-",5589,"L1","-0.5",0.388992223171137
"5328","L1 30","gp",2,"-0.5","0","-","-",5786,"L1","0.5",0.46896097021156
"5332","L1 30","gp",1,"0.5","0","-","-",2165,"L1","-0.5",-1.00092143097306
"5340","L1 30","gp",22,"-0.5","0","-","-",2409,"L1","0.5",-0.901873845806246
"5354","L1 30","gp",9,"0.5","0","-","-",2974,"L1","-0.5",-0.672521855563409
"5365","L1 30","gp",19,"0.5","0","-","-",4058,"L1","0.5",-0.232490780478037
"5368","L1 30","gp",18,"-0.5","0","-","-",5739,"L1","0.5",0.449882132085164
"5383","L1 30","gp",13,"0.5","0","-","-",3446,"L1","-0.5",-0.480921608847269
"5390","L1 30","gp",21,"0.5","0","-","-",1799,"L1","-0.5",-1.14949280872329
"5394","L1 30","gp",16,"-0.5","0","-","-",5021,"L1","-0.5",0.15842243475002
"5417","L1 31","gp",7,"-0.5","0","-","-",5438,"L1","-0.5",0.327696381531016
"5425","L1 31","gp",12,"0.5","0","-","-",8829,"L1","-0.5",1.70421425571413
"5432","L1 31","gp",3,"-0.5","0","-","-",4864,"L1","-0.5",0.0946909967533375
"5438","L1 31","gp",20,"0.5","0","-","-",4131,"L1","-0.5",-0.20285769147321
"5444","L1 31","gp",2,"0.5","0","-","-",4206,"L1","0.5",-0.172412737016196
"5451","L1 31","gp",14,"0.5","0","-","-",4653,"L1","0.5",0.00903919154760549
"5456","L1 31","gp",4,"0.5","0","-","-",4881,"L1","-0.5",0.101591853096927
"5464","L1 31","gp",16,"0.5","0","-","-",4558,"L1","-0.5",-0.0295244174312786
"5470","L1 31","gp",15,"-0.5","0","-","-",4768,"L1","-0.5",0.0557214550483599
"5478","L1 31","gp",24,"0.5","0","-","-",6422,"L1","-0.5",0.727134184007036
"5490","L1 31","gp",19,"-0.5","0","-","-",6249,"L1","-0.5",0.656907822392858
"5496","L1 31","gp",13,"-0.5","0","-","-",3742,"L1","0.5",-0.360765521923588
"5500","L1 31","gp",17,"-0.5","0","-","-",4013,"L1","0.5",-0.250757753152245
"5511","L1 31","gp",1,"-0.5","0","-","-",5939,"L1","0.5",0.531068677303868
"5515","L1 31","gp",8,"0.5","0","-","-",2706,"L1","-0.5",-0.781311826156471
"5525","L1 31","gp",22,"0.5","0","-","-",4566,"L1","0.5",-0.0262769556225304
"5532","L1 31","gp",23,"-0.5","0","-","-",3256,"L1","-0.5",-0.558048826805037
"5535","L1 31","gp",6,"0.5","0","-","-",9120,"L1","0.5",1.82234067900734
"5538","L1 31","gp",9,"-0.5","0","-","-",4972,"L1","0.5",0.138531731171437
"5544","L1 31","gp",18,"0.5","0","-","-",4480,"L1","0.5",-0.0611871700665729
"5551","L1 31","gp",21,"-0.5","0","-","-",2693,"L1","0.5",-0.786588951595687
"5562","L1 31","gp",11,"-0.5","0","-","-",5626,"L1","-0.5",0.404011734036597
"5566","L1 31","gp",5,"-0.5","0","-","-",2973,"L1","0.5",-0.672927788289502
"5574","L1 31","gp",10,"0.5","0","-","-",4720,"L1","0.5",0.0362366841958711
"5594","L1 32","gp",24,"-0.5","0","-","-",4583,"L1","0.5",-0.0193760992789407
"5597","L1 32","gp",7,"0.5","0","-","-",3259,"L1","-0.5",-0.556831028626756
"5604","L1 32","gp",5,"0.5","0","-","-",4650,"L1","0.5",0.00782139336932494
"5621","L1 32","gp",3,"0.5","0","-","-",6506,"L1","-0.5",0.761232532998891
"5625","L1 32","gp",17,"0.5","0","-","-",2183,"L1","0.5",-0.99361464190338
"5636","L1 32","gp",20,"-0.5","0","-","-",5318,"L1","0.5",0.278984454399794
"5640","L1 32","gp",2,"-0.5","0","-","-",4494,"L1","-0.5",-0.0555041119012636
"5646","L1 32","gp",8,"-0.5","0","-","-",5775,"L1","0.5",0.464495710224531
"5652","L1 32","gp",16,"-0.5","0","-","-",3488,"L1","0.5",-0.463872434351341
"5662","L1 32","gp",10,"-0.5","0","-","-",6982,"L1","-0.5",0.954456510619405
"5665","L1 32","gp",9,"0.5","0","-","-",6477,"L1","0.5",0.74946048394218
"5668","L1 32","gp",15,"0.5","0","-","-",2459,"L1","-0.5",-0.88157720950157
"5671","L1 32","gp",23,"0.5","0","-","-",2020,"L1","-0.5",-1.05978167625662
"5689","L1 32","gp",21,"0.5","0","-","-",3396,"L1","0.5",-0.501218245151945
"5692","L1 32","gp",13,"0.5","0","-","-",1746,"L1","0.5",-1.17100724320625
"5703","L1 32","gp",22,"-0.5","0","-","-",4824,"L1","-0.5",0.0784536877095968
"5706","L1 32","gp",4,"-0.5","0","-","-",3550,"L1","0.5",-0.438704605333543
"5714","L1 32","gp",1,"0.5","0","-","-",4376,"L1","0.5",-0.103404173580299
"5722","L1 32","gp",19,"0.5","0","-","-",9594,"L1","-0.5",2.01475279117567
"5729","L1 32","gp",18,"-0.5","0","-","-",2859,"L1","-0.5",-0.719204119064163
"5735","L1 32","gp",12,"-0.5","0","-","-",4079,"L1","0.5",-0.223966193230073
"5742","L1 32","gp",6,"-0.5","0","-","-",6149,"L1","-0.5",0.616314549783506
"5754","L1 32","gp",11,"0.5","0","-","-",2303,"L1","-0.5",-0.944902714772158
"5758","L1 32","gp",14,"-0.5","0","-","-",4585,"L1","-0.5",-0.0185642338267536
"5786","L1 33","gp",23,"-0.5","0","-","-",9069,"L1","0.5",1.80163810997657
"5790","L1 33","gp",2,"0.5","0","-","-",5224,"L1","-0.5",0.240826778147003
"5798","L1 33","gp",6,"0.5","0","-","-",7598,"L1","-0.5",1.20451106989301
"5809","L1 33","gp",20,"0.5","0","-","-",3908,"L1","0.5",-0.293380689392064
"5812","L1 33","gp",4,"0.5","0","-","-",11847,"L1","0.5",2.92931922306436
"5819","L1 33","gp",13,"-0.5","0","-","-",4001,"L1","-0.5",-0.255628945865367
"5826","L1 33","gp",7,"-0.5","0","-","-",6204,"L1","0.5",0.63864084971865
"5838","L1 33","gp",19,"-0.5","0","-","-",12757,"L1","0.5",3.29871800380946
"5841","L1 33","gp",21,"-0.5","0","-","-",5152,"L1","-0.5",0.21159962186827
"5844","L1 33","gp",9,"-0.5","0","-","-",3534,"L1","-0.5",-0.445199528951039
"5854","L1 33","gp",8,"0.5","0","-","-",2038,"L1","0.5",-1.05247488718694
"5857","L1 33","gp",15,"-0.5","0","-","-",10018,"L1","0.5",2.18686826703932
"5864","L1 33","gp",22,"0.5","0","-","-",4417,"L1","-0.5",-0.0867609318104644
"5871","L1 33","gp",5,"-0.5","0","-","-",3935,"L1","-0.5",-0.282420505787539
"5877","L1 33","gp",3,"-0.5","0","-","-",2572,"L1","0.5",-0.835706811453002
"5881","L1 33","gp",17,"-0.5","0","-","-",4870,"L1","-0.5",0.0971265931098986
"5889","L1 33","gp",24,"0.5","0","-","-",7964,"L1","0.5",1.35308244764324
"5895","L1 33","gp",11,"-0.5","0","-","-",4379,"L1","0.5",-0.102186375402018
"5898","L1 33","gp",12,"0.5","0","-","-",4882,"L1","0.5",0.101997785823021
"5901","L1 33","gp",18,"0.5","0","-","-",2620,"L1","-0.5",-0.816222040600514
"5905","L1 33","gp",1,"-0.5","0","-","-",4386,"L1","-0.5",-0.0993448463193634
"5920","L1 33","gp",14,"0.5","0","-","-",12222,"L1","-0.5",3.08154399534943
"5926","L1 33","gp",16,"0.5","0","-","-",2628,"L1","0.5",-0.812974578791765
"5937","L1 33","gp",10,"0.5","0","-","-",4610,"L1","-0.5",-0.00841591567441572
"5968","L1 34","gp",21,"0.5","0","-","-",3962,"L1","-0.5",-0.271460322183014
"5975","L1 34","gp",3,"0.5","0","-","-",2821,"L1","0.5",-0.734629562655717
"5981","L1 34","gp",9,"0.5","0","-","-",3817,"L1","-0.5",-0.330320567466574
"5984","L1 34","gp",16,"-0.5","0","-","-",2820,"L1","-0.5",-0.73503549538181
"5990","L1 34","gp",15,"0.5","0","-","-",2967,"L1","0.5",-0.675363384646063
"5997","L1 34","gp",4,"-0.5","0","-","-",4822,"L1","-0.5",0.0776418222574098
"6005","L1 34","gp",23,"0.5","0","-","-",3430,"L1","0.5",-0.487416532464765
"6009","L1 34","gp",20,"-0.5","0","-","-",2785,"L1","-0.5",-0.749243140795083
"6016","L1 34","gp",8,"-0.5","0","-","-",4465,"L1","-0.5",-0.0672761609579756
"6019","L1 34","gp",19,"0.5","0","-","-",3160,"L1","0.5",-0.597018368510015
"6027","L1 34","gp",5,"0.5","0","-","-",2520,"L1","-0.5",-0.856815313209865
"6031","L1 34","gp",12,"-0.5","0","-","-",5472,"L1","-0.5",0.341498094218195
"6046","L1 34","gp",7,"0.5","0","-","-",2306,"L1","0.5",-0.943684916593878
"6052","L1 34","gp",13,"0.5","0","-","-",3022,"L1","-0.5",-0.65303708471092
"6060","L1 34","gp",18,"-0.5","0","-","-",3781,"L1","0.5",-0.344934145605941
"6064","L1 34","gp",6,"-0.5","0","-","-",4064,"L1","0.5",-0.230055184121476
"6075","L1 34","gp",1,"0.5","0","-","-",3407,"L1","-0.5",-0.496752985164916
"6083","L1 34","gp",10,"-0.5","0","-","-",3363,"L1","0.5",-0.514614025113031
"6086","L1 34","gp",24,"-0.5","0","-","-",2431,"L1","-0.5",-0.892943325832188
"6089","L1 34","gp",17,"0.5","0","-","-",2242,"L1","-0.5",-0.969664611063863
"6097","L1 34","gp",22,"-0.5","0","-","-",6646,"L1","0.5",0.818063114651984
"6100","L1 34","gp",2,"-0.5","0","-","-",5165,"L1","0.5",0.216876747307486
"6107","L1 34","gp",11,"0.5","0","-","-",2675,"L1","0.5",-0.79389574066537
"6115","L1 34","gp",14,"-0.5","0","-","-",2945,"L1","0.5",-0.684293904620121
"6143","L1 35","gp",1,"-0.5","0","-","-",7236,"L1","0.5",1.05756342304716
"6146","L1 35","gp",23,"-0.5","0","-","-",7165,"L1","-0.5",1.02874219949452
"6149","L1 35","gp",18,"0.5","0","-","-",4089,"L1","0.5",-0.219906865969138
"6159","L1 35","gp",2,"0.5","0","-","-",2382,"L1","0.5",-0.91283402941077
"6167","L1 35","gp",3,"-0.5","0","-","-",4654,"L1","-0.5",0.009445124273699
"6174","L1 35","gp",13,"-0.5","0","-","-",2229,"L1","0.5",-0.974941736503078
"6178","L1 35","gp",21,"-0.5","0","-","-",2878,"L1","0.5",-0.711491397268386
"6185","L1 35","gp",20,"0.5","0","-","-",6270,"L1","-0.5",0.665432409640822
"6189","L1 35","gp",11,"-0.5","0","-","-",3563,"L1","-0.5",-0.433427479894328
"6195","L1 35","gp",10,"0.5","0","-","-",8983,"L1","0.5",1.76672789553253
"6201","L1 35","gp",6,"0.5","0","-","-",3257,"L1","0.5",-0.557642894078944
"6204","L1 35","gp",5,"-0.5","0","-","-",4343,"L1","0.5",-0.116799953541385
"6214","L1 35","gp",9,"-0.5","0","-","-",11087,"L1","0.5",2.62081035123329
"6218","L1 35","gp",4,"0.5","0","-","-",2241,"L1","-0.5",-0.970070543789956
"6223","L1 35","gp",17,"-0.5","0","-","-",2524,"L1","0.5",-0.855191582305491
"6234","L1 35","gp",12,"0.5","0","-","-",2901,"L1","-0.5",-0.702154944568235
"6243","L1 35","gp",15,"-0.5","0","-","-",5187,"L1","-0.5",0.225807267281543
"6247","L1 35","gp",24,"0.5","0","-","-",4334,"L1","-0.5",-0.120453348076226
"6250","L1 35","gp",14,"0.5","0","-","-",2910,"L1","0.5",-0.698501550033394
"6254","L1 35","gp",19,"-0.5","0","-","-",5113,"L1","-0.5",0.195768245550623
"6262","L1 35","gp",22,"0.5","0","-","-",2762,"L1","0.5",-0.758579593495234
"6271","L1 35","gp",7,"-0.5","0","-","-",7526,"L1","-0.5",1.17528391361428
"6278","L1 35","gp",8,"0.5","0","-","-",3349,"L1","-0.5",-0.52029708327834
"6298","L1 35","gp",16,"0.5","0","-","-",2363,"L1","-0.5",-0.920546751206547
"6318","L1 36","gp",18,"-0.5","0","-","-",5499,"L1","-0.5",0.35245827782272
"6335","L1 36","gp",21,"0.5","0","-","-",3338,"L1","0.5",-0.524762343265369
"6339","L1 36","gp",14,"-0.5","0","-","-",4378,"L1","-0.5",-0.102592308128112
"6343","L1 36","gp",5,"0.5","0","-","-",4953,"L1","0.5",0.13081900937566
"6351","L1 36","gp",10,"-0.5","0","-","-",4621,"L1","-0.5",-0.00395065568738704
"6357","L1 36","gp",23,"0.5","0","-","-",3096,"L1","-0.5",-0.62299806298
"6365","L1 36","gp",16,"-0.5","0","-","-",3593,"L1","0.5",-0.421249498111522
"6377","L1 36","gp",15,"0.5","0","-","-",4840,"L1","-0.5",0.0849486113270931
"6381","L1 36","gp",1,"0.5","0","-","-",3280,"L1","0.5",-0.548306441378793
"6384","L1 36","gp",3,"0.5","0","-","-",2485,"L1","-0.5",-0.871022958623138
"6392","L1 36","gp",2,"-0.5","0","-","-",4595,"L1","-0.5",-0.0145049065658185
"6395","L1 36","gp",20,"-0.5","0","-","-",3108,"L1","0.5",-0.618126870266878
"6404","L1 36","gp",4,"-0.5","0","-","-",2928,"L1","0.5",-0.69119476096371
"6410","L1 36","gp",6,"-0.5","0","-","-",3687,"L1","-0.5",-0.383091821858731
"6416","L1 36","gp",24,"-0.5","0","-","-",4215,"L1","0.5",-0.168759342481355
"6423","L1 36","gp",8,"-0.5","0","-","-",5400,"L1","0.5",0.312270937939462
"6430","L1 36","gp",9,"0.5","0","-","-",3202,"L1","0.5",-0.579969194014087
"6453","L1 36","gp",19,"0.5","0","-","-",3533,"L1","-0.5",-0.445605461677133
"6457","L1 36","gp",7,"0.5","0","-","-",3629,"L1","-0.5",-0.406635919972155
"6460","L1 36","gp",12,"-0.5","0","-","-",6856,"L1","0.5",0.903308987131622
"6463","L1 36","gp",22,"-0.5","0","-","-",4074,"L1","-0.5",-0.225995856860541
"6466","L1 36","gp",11,"0.5","0","-","-",2774,"L1","-0.5",-0.753708400782112
"6470","L1 36","gp",17,"0.5","0","-","-",2842,"L1","0.5",-0.726104975407753
"6477","L1 36","gp",13,"0.5","0","-","-",3662,"L1","0.5",-0.393240140011069
"6495","L1 37","gp",17,"-0.5","0","-","-",3750,"L1","-0.5",-0.35751806011484
"6503","L1 37","gp",13,"-0.5","0","-","-",3792,"L1","-0.5",-0.340468885618912
"6509","L1 37","gp",9,"-0.5","0","-","-",3638,"L1","-0.5",-0.402982525437314
"6519","L1 37","gp",6,"0.5","0","-","-",4215,"L1","-0.5",-0.168759342481355
"6523","L1 37","gp",12,"0.5","0","-","-",3832,"L1","0.5",-0.324231576575172
"6530","L1 37","gp",5,"-0.5","0","-","-",3105,"L1","-0.5",-0.619344668445158
"6534","L1 37","gp",11,"-0.5","0","-","-",4030,"L1","0.5",-0.243856896808655
"6537","L1 37","gp",1,"-0.5","0","-","-",2922,"L1","-0.5",-0.693630357320272
"6543","L1 37","gp",7,"-0.5","0","-","-",4161,"L1","0.5",-0.190679709690405
"6551","L1 37","gp",22,"0.5","0","-","-",4655,"L1","-0.5",0.00985105699979252
"6565","L1 37","gp",19,"-0.5","0","-","-",3397,"L1","0.5",-0.500812312425851
"6568","L1 37","gp",4,"0.5","0","-","-",3409,"L1","0.5",-0.495941119712729
"6574","L1 37","gp",3,"-0.5","0","-","-",3409,"L1","0.5",-0.495941119712729
"6577","L1 37","gp",23,"-0.5","0","-","-",2504,"L1","0.5",-0.863310236827361
"6580","L1 37","gp",16,"0.5","0","-","-",3182,"L1","0.5",-0.588087848535957
"6584","L1 37","gp",21,"-0.5","0","-","-",4043,"L1","-0.5",-0.23857977136944
"6592","L1 37","gp",14,"0.5","0","-","-",2806,"L1","-0.5",-0.740718553547119
"6598","L1 37","gp",2,"0.5","0","-","-",4192,"L1","-0.5",-0.178095795181506
"6624","L1 37","gp",24,"0.5","0","-","-",3315,"L1","0.5",-0.53409879596552
"6631","L1 37","gp",8,"0.5","0","-","-",3562,"L1","0.5",-0.433833412620421
"6635","L1 37","gp",15,"-0.5","0","-","-",4394,"L1","0.5",-0.0960973845106153
"6644","L1 37","gp",10,"0.5","0","-","-",3296,"L1","-0.5",-0.541811517761296
"6647","L1 37","gp",20,"0.5","0","-","-",3523,"L1","0.5",-0.449664788938068
"6655","L1 37","gp",18,"0.5","0","-","-",2980,"L1","-0.5",-0.670086259206848
"6682","L1 38","gp",12,"-0.5","0","-","-",7868,"L1","-0.5",1.31411290593826
"6697","L1 38","gp",4,"-0.5","0","-","-",6719,"L1","-0.5",0.847696203656811
"6705","L1 38","gp",19,"0.5","0","-","-",4504,"L1","0.5",-0.0514447846403285
"6711","L1 38","gp",7,"0.5","0","-","-",5063,"L1","0.5",0.175471609245947
"6718","L1 38","gp",17,"0.5","0","-","-",3189,"L1","-0.5",-0.585246319453303
"6725","L1 38","gp",3,"0.5","0","-","-",1611,"L1","0.5",-1.22580816122887
"6733","L1 38","gp",8,"-0.5","0","-","-",3534,"L1","-0.5",-0.445199528951039
"6736","L1 38","gp",6,"-0.5","0","-","-",6868,"L1","0.5",0.908180179844745
"6742","L1 38","gp",1,"0.5","0","-","-",2192,"L1","-0.5",-0.989961247368539
"6753","L1 38","gp",9,"0.5","0","-","-",2336,"L1","-0.5",-0.931506934811072
"6756","L1 38","gp",13,"0.5","0","-","-",2929,"L1","-0.5",-0.690788828237617
"6767","L1 38","gp",2,"-0.5","0","-","-",3824,"L1","0.5",-0.32747903838392
"6770","L1 38","gp",5,"0.5","0","-","-",2997,"L1","-0.5",-0.663185402863258
"6781","L1 38","gp",20,"-0.5","0","-","-",4858,"L1","-0.5",0.0922554003967764
"6784","L1 38","gp",11,"0.5","0","-","-",2350,"L1","0.5",-0.925823876645763
"6791","L1 38","gp",23,"0.5","0","-","-",2858,"L1","0.5",-0.719610051790257
"6798","L1 38","gp",21,"0.5","0","-","-",5896,"L1","-0.5",0.513613570081846
"6804","L1 38","gp",14,"-0.5","0","-","-",4213,"L1","0.5",-0.169571207933542
"6807","L1 38","gp",16,"-0.5","0","-","-",2607,"L1","-0.5",-0.821499166039729
"6815","L1 38","gp",15,"0.5","0","-","-",4279,"L1","0.5",-0.14277964801137
"6821","L1 38","gp",10,"-0.5","0","-","-",2889,"L1","0.5",-0.707026137281358
"6828","L1 38","gp",24,"-0.5","0","-","-",3529,"L1","-0.5",-0.447229192581507
"6835","L1 38","gp",18,"-0.5","0","-","-",4648,"L1","0.5",0.0070095279171379
"6838","L1 38","gp",22,"-0.5","0","-","-",3887,"L1","0.5",-0.301905276640028
"6858","L1 39","gp",7,"-0.5","0","-","-",7387,"L1","-0.5",1.11885926468728
"6863","L1 39","gp",16,"0.5","0","-","-",3158,"L1","-0.5",-0.597830233962202
"6867","L1 39","gp",6,"0.5","0","-","-",3296,"L1","0.5",-0.541811517761296
"6874","L1 39","gp",23,"-0.5","0","-","-",5326,"L1","-0.5",0.282231916208542
