"","subject","type","item","condition","question","correct_answer","response","rt","group","disamb_type","z_scored_rt"
"4413","L1 25","gap",6,"0.5","!","{The_race}",1,1555,"L1","0.5",-0.714826141518489
"4464","L1 25","gap",11,"-0.5","!","{The_table}",1,1442,"L1","0.5",-0.796960650520501
"4484","L1 25","gap",1,"-0.5","!","{The_bicycle}",1,1565,"L1","0.5",-0.707557600898842
"4499","L1 25","gap",7,"-0.5","!","{The_sky}",1,1474,"L1","0.5",-0.77370132053763
"4516","L1 26","gap",1,"0.5","!","{The_bicycle}",1,2859,"L1","0.5",0.232991555283492
"4544","L1 26","gap",4,"-0.5","!","{The_door}",1,2802,"L1","0.5",0.191560873751503
"4551","L1 26","gap",5,"0.5","!","{The_car}",1,2022,"L1","0.5",-0.37538529458097
"4566","L1 26","gap",6,"-0.5","!","{The_race}",1,2338,"L1","0.5",-0.145699411000122
"4573","L1 26","gap",10,"-0.5","!","{The_car}",1,1678,"L1","0.5",-0.625423091896829
"4577","L1 26","gap",7,"0.5","!","{The_sky}",1,1533,"L1","0.5",-0.730816930881712
"4594","L1 26","gap",9,"0.5","!","{The_table}",1,1754,"L1","0.5",-0.570182183187512
"4597","L1 26","gap",2,"-0.5","!","{The_truck}",1,3873,"L1","0.5",0.970021574115707
"4620","L1 26","gap",11,"0.5","!","{The_table}",1,3966,"L1","0.5",1.03761900187842
"4633","L1 26","gap",3,"0.5","!","{The_ship}",0,2248,"L1","0.5",-0.211116276576945
"4656","L1 26","gap",12,"-0.5","!","{The_cake}",0,2196,"L1","0.5",-0.24891268779911
"4671","L1 26","gap",8,"-0.5","!","{The_bridge}",0,2548,"L1","0.5",0.00693994201246736
"4695","L1 27","gap",2,"0.5","!","{The_truck}",1,4988,"L1","0.5",1.78046385320636
"4704","L1 27","gap",4,"0.5","!","{The_door}",1,1538,"L1","0.5",-0.727182660571889
"4708","L1 27","gap",10,"0.5","!","{The_car}",1,3180,"L1","0.5",0.466311709174163
"4723","L1 27","gap",12,"0.5","!","{The_cake}",0,1186,"L1","0.5",-0.983035290383466
"4743","L1 27","gap",9,"-0.5","!","{The_chair}",0,2254,"L1","0.5",-0.206755152205157
"4754","L1 27","gap",8,"0.5","!","{The_bridge}",0,2509,"L1","0.5",-0.0214073664041563
"4760","L1 27","gap",5,"-0.5","!","{The_taxi}",0,5707,"L1","0.5",2.30307192375898
"4785","L1 27","gap",6,"0.5","!","{The_race}",1,1285,"L1","0.5",-0.91107673824896
"4793","L1 27","gap",7,"-0.5","!","{The_tower}",0,1529,"L1","0.5",-0.733724347129571
"4806","L1 27","gap",1,"-0.5","!","{The_bicycle}",1,1376,"L1","0.5",-0.844933018610172
"4812","L1 27","gap",11,"-0.5","!","{The_table}",1,1450,"L1","0.5",-0.791145818024783
"4815","L1 27","gap",3,"-0.5","!","{The_ship}",0,1450,"L1","0.5",-0.791145818024783
"4886","L1 28","gap",11,"0.5","!","{The_room}",0,1570,"L1","0.5",-0.703923330589018
"4904","L1 28","gap",8,"-0.5","!","{The_bridge}",0,4826,"L1","0.5",1.66271349516807
"4916","L1 28","gap",7,"0.5","!","{The_tower}",0,2588,"L1","0.5",0.0360141044910557
"4920","L1 28","gap",2,"-0.5","!","{The_truck}",1,1349,"L1","0.5",-0.864558078283219
"4964","L1 28","gap",6,"-0.5","!","{The_race}",1,1637,"L1","0.5",-0.655224108437383
"4981","L1 28","gap",1,"0.5","!","{The_car}",0,3552,"L1","0.5",0.736701420225035
"4987","L1 28","gap",12,"-0.5","!","{The_bread}",1,2112,"L1","0.5",-0.309968429004146
"4996","L1 28","gap",4,"-0.5","!","{The_door}",1,2041,"L1","0.5",-0.36157506740364
"5012","L1 28","gap",10,"-0.5","!","{The_car}",1,1833,"L1","0.5",-0.5127607122923
"5023","L1 28","gap",3,"0.5","!","{The_ship}",0,2176,"L1","0.5",-0.263449769038404
"5032","L1 28","gap",5,"0.5","!","{The_car}",1,1645,"L1","0.5",-0.649409275941665
"5035","L1 28","gap",9,"0.5","!","{The_chair}",0,5545,"L1","0.5",2.1853215657207
"5059","L1 29","gap",1,"-0.5","!","{The_car}",0,3114,"L1","0.5",0.418339341084493
"5066","L1 29","gap",6,"0.5","!","{The_race}",1,1251,"L1","0.5",-0.93578977635576
"5103","L1 29","gap",3,"-0.5","!","{The_ship}",0,4122,"L1","0.5",1.15100823554492
"5119","L1 29","gap",9,"-0.5","!","{The_table}",1,2951,"L1","0.5",0.299862128984245
"5142","L1 29","gap",4,"0.5","!","{The_door}",1,2186,"L1","0.5",-0.256181228418757
"5158","L1 29","gap",10,"0.5","!","{The_car}",1,1565,"L1","0.5",-0.707557600898842
"5165","L1 29","gap",2,"0.5","!","{The_truck}",1,3135,"L1","0.5",0.433603276385752
"5188","L1 29","gap",12,"0.5","!","{The_bread}",1,1329,"L1","0.5",-0.879095159522513
"5196","L1 29","gap",8,"0.5","!","{The_church}",1,2165,"L1","0.5",-0.271445163720016
"5205","L1 29","gap",11,"-0.5","!","{The_table}",1,1280,"L1","0.5",-0.914711008558784
"5208","L1 29","gap",7,"-0.5","!","{The_sky}",1,961,"L1","0.5",-1.14657745432553
"5219","L1 29","gap",5,"-0.5","!","{The_car}",1,1255,"L1","0.5",-0.932882360107901
"5250","L1 30","gap",11,"0.5","!","{The_table}",1,1453,"L1","0.5",-0.788965255838889
"5257","L1 30","gap",1,"0.5","!","{The_bicycle}",1,1857,"L1","0.5",-0.495316214805147
"5273","L1 30","gap",12,"-0.5","!","{The_bread}",1,1496,"L1","0.5",-0.757710531174406
"5280","L1 30","gap",5,"0.5","!","{The_car}",1,1610,"L1","0.5",-0.67484916811043
"5293","L1 30","gap",6,"-0.5","!","{The_race}",1,1897,"L1","0.5",-0.466242052326558
"5299","L1 30","gap",8,"-0.5","!","{The_church}",1,1782,"L1","0.5",-0.5498302694525
"5318","L1 30","gap",9,"0.5","!","{The_table}",1,1100,"L1","0.5",-1.04554473971243
"5344","L1 30","gap",2,"-0.5","!","{The_truck}",1,1248,"L1","0.5",-0.937970338541654
"5352","L1 30","gap",10,"-0.5","!","{The_car}",1,2790,"L1","0.5",0.182838625007927
"5359","L1 30","gap",4,"-0.5","!","{The_door}",1,1294,"L1","0.5",-0.904535051691278
"5362","L1 30","gap",7,"0.5","!","{The_sky}",1,1155,"L1","0.5",-1.00556776630437
"5372","L1 30","gap",3,"0.5","!","{The_island}",1,1776,"L1","0.5",-0.554191393824288
"5429","L1 31","gap",7,"-0.5","!","{The_sky}",1,1848,"L1","0.5",-0.501857901362829
"5436","L1 31","gap",3,"-0.5","!","{The_island}",1,2182,"L1","0.5",-0.259088644666616
"5442","L1 31","gap",12,"0.5","!","{The_bread}",1,3938,"L1","0.5",1.01726708814341
"5449","L1 31","gap",10,"0.5","!","{The_car}",1,2162,"L1","0.5",-0.27362572590591
"5455","L1 31","gap",11,"-0.5","!","{The_table}",1,1386,"L1","0.5",-0.837664477990524
"5461","L1 31","gap",6,"0.5","!","{The_race}",1,2942,"L1","0.5",0.293320442426563
"5487","L1 31","gap",1,"-0.5","!","{The_bicycle}",1,2664,"L1","0.5",0.0912550132003736
"5520","L1 31","gap",9,"-0.5","!","{The_table}",1,2687,"L1","0.5",0.107972656625562
"5523","L1 31","gap",4,"0.5","!","{The_window}",0,3579,"L1","0.5",0.756326479898082
"5548","L1 31","gap",2,"0.5","!","{The_truck}",1,1900,"L1","0.5",-0.464061490140664
"5559","L1 31","gap",8,"0.5","!","{The_church}",1,2291,"L1","0.5",-0.179861551912463
"5571","L1 31","gap",5,"-0.5","!","{The_car}",1,1687,"L1","0.5",-0.618881405339147
"5608","L1 32","gap",4,"-0.5","!","{The_door}",1,4366,"L1","0.5",1.32836062666431
"5615","L1 32","gap",10,"-0.5","!","{The_car}",1,2697,"L1","0.5",0.115241197245209
"5618","L1 32","gap",11,"0.5","!","{The_table}",1,1077,"L1","0.5",-1.06226238313762
"5682","L1 32","gap",8,"-0.5","!","{The_church}",1,2301,"L1","0.5",-0.172593011292816
"5686","L1 32","gap",5,"0.5","!","{The_car}",1,3467,"L1","0.5",0.674918824958035
"5697","L1 32","gap",6,"-0.5","!","{The_race}",1,2452,"L1","0.5",-0.0628380479361447
"5700","L1 32","gap",9,"0.5","!","{The_table}",1,1320,"L1","0.5",-0.885636846080195
"5711","L1 32","gap",3,"0.5","!","{The_island}",1,1335,"L1","0.5",-0.874734035150725
"5719","L1 32","gap",2,"-0.5","!","{The_truck}",1,2871,"L1","0.5",0.241713804027068
"5739","L1 32","gap",7,"0.5","!","{The_sky}",1,1115,"L1","0.5",-1.03464192878296
"5747","L1 32","gap",1,"0.5","!","{The_bicycle}",1,1200,"L1","0.5",-0.97285933351596
"5751","L1 32","gap",12,"-0.5","!","{The_bread}",1,1331,"L1","0.5",-0.877641451398583
"5775","L1 33","gap",4,"0.5","!","{The_door}",1,9324,"L1","0.5",4.93210306588534
"5779","L1 33","gap",6,"0.5","!","{The_race}",1,3830,"L1","0.5",0.938766849451224
"5795","L1 33","gap",9,"-0.5","!","{The_chair}",0,8440,"L1","0.5",4.28956407510853
"5829","L1 33","gap",7,"-0.5","!","{The_sky}",1,4336,"L1","0.5",1.30655500480537
"5836","L1 33","gap",1,"-0.5","!","{The_bicycle}",1,1375,"L1","0.5",-0.845659872672136
"5848","L1 33","gap",10,"0.5","!","{The_car}",1,1699,"L1","0.5",-0.610159156595571
"5852","L1 33","gap",11,"-0.5","!","{The_room}",0,8157,"L1","0.5",4.08386437557252
"5862","L1 33","gap",5,"-0.5","!","{The_car}",1,4673,"L1","0.5",1.55150482368747
"5886","L1 33","gap",3,"-0.5","!","{The_ship}",0,2588,"L1","0.5",0.0360141044910557
"5893","L1 33","gap",8,"0.5","!","{The_church}",1,1635,"L1","0.5",-0.656677816561312
"5931","L1 33","gap",2,"0.5","!","{The_truck}",1,2496,"L1","0.5",-0.0308564692096975
"5935","L1 33","gap",12,"0.5","!","{The_cake}",0,3738,"L1","0.5",0.871896275750471
"5955","L1 34","gap",8,"-0.5","!","{The_church}",1,1864,"L1","0.5",-0.490228236371394
"5959","L1 34","gap",10,"-0.5","!","{The_car}",1,2108,"L1","0.5",-0.312875845252005
"5963","L1 34","gap",2,"-0.5","!","{The_truck}",1,1703,"L1","0.5",-0.607251740347712
"5966","L1 34","gap",12,"-0.5","!","{The_cake}",0,1990,"L1","0.5",-0.39864462456384
"5980","L1 34","gap",5,"0.5","!","{The_taxi}",0,1800,"L1","0.5",-0.536746896337135
"5988","L1 34","gap",4,"-0.5","!","{The_door}",1,1904,"L1","0.5",-0.461154073892805
"6014","L1 34","gap",3,"0.5","!","{The_island}",1,1482,"L1","0.5",-0.767886488041912
"6024","L1 34","gap",7,"0.5","!","{The_tower}",0,1947,"L1","0.5",-0.429899349228323
"6041","L1 34","gap",9,"0.5","!","{The_table}",1,1538,"L1","0.5",-0.727182660571889
"6050","L1 34","gap",11,"0.5","!","{The_table}",1,2042,"L1","0.5",-0.360848213341675
"6072","L1 34","gap",6,"-0.5","!","{The_race}",1,1707,"L1","0.5",-0.604344324099853
"6119","L1 34","gap",1,"0.5","!","{The_bicycle}",1,1713,"L1","0.5",-0.599983199728065
"6136","L1 35","gap",10,"0.5","!","{The_tool}",0,1332,"L1","0.5",-0.876914597336619
"6140","L1 35","gap",8,"0.5","!","{The_bridge}",0,1671,"L1","0.5",-0.630511070330582
"6156","L1 35","gap",6,"0.5","!","{The_race}",1,1577,"L1","0.5",-0.698835352155265
"6164","L1 35","gap",9,"-0.5","!","{The_table}",1,1312,"L1","0.5",-0.891451678575913
"6171","L1 35","gap",11,"-0.5","!","{The_table}",1,1525,"L1","0.5",-0.73663176337743
"6208","L1 35","gap",5,"-0.5","!","{The_car}",1,1935,"L1","0.5",-0.438621597971899
"6211","L1 35","gap",2,"0.5","!","{The_truck}",1,1365,"L1","0.5",-0.852928413291783
"6231","L1 35","gap",4,"0.5","!","{The_door}",1,2128,"L1","0.5",-0.29833876401271
"6238","L1 35","gap",3,"-0.5","!","{The_island}",1,1447,"L1","0.5",-0.793326380210677
"6259","L1 35","gap",1,"-0.5","!","{The_bicycle}",1,2791,"L1","0.5",0.183565479069892
"6269","L1 35","gap",7,"-0.5","!","{The_sky}",1,3688,"L1","0.5",0.835553572652236
"6287","L1 35","gap",12,"0.5","!","{The_bread}",1,3120,"L1","0.5",0.422700465456281
"6322","L1 36","gap",3,"0.5","!","{The_island}",1,3608,"L1","0.5",0.777405247695059
"6325","L1 36","gap",7,"0.5","!","{The_sky}",1,3680,"L1","0.5",0.829738740156518
"6332","L1 36","gap",6,"-0.5","!","{The_race}",1,1988,"L1","0.5",-0.40009833268777
"6348","L1 36","gap",1,"0.5","!","{The_bicycle}",1,2494,"L1","0.5",-0.0323101773336269
"6389","L1 36","gap",5,"0.5","!","{The_car}",1,4654,"L1","0.5",1.53769459651014
"6398","L1 36","gap",12,"-0.5","!","{The_bread}",1,8171,"L1","0.5",4.09404033244003
"6408","L1 36","gap",10,"-0.5","!","{The_car}",1,2043,"L1","0.5",-0.360121359279711
"6414","L1 36","gap",11,"0.5","!","{The_table}",1,2676,"L1","0.5",0.0999772619439501
"6441","L1 36","gap",8,"-0.5","!","{The_church}",1,3343,"L1","0.5",0.584788921274411
"6444","L1 36","gap",2,"-0.5","!","{The_wall}",0,7047,"L1","0.5",3.27705636679169
"6447","L1 36","gap",4,"-0.5","!","{The_door}",1,1904,"L1","0.5",-0.461154073892805
"6450","L1 36","gap",9,"0.5","!","{The_table}",1,1421,"L1","0.5",-0.81222458582176
"6517","L1 37","gap",9,"-0.5","!","{The_chair}",0,2714,"L1","0.5",0.127597716298609
"6528","L1 37","gap",6,"0.5","!","{The_race}",1,1690,"L1","0.5",-0.616700843153253
"6542","L1 37","gap",12,"0.5","!","{The_bread}",1,2389,"L1","0.5",-0.108629853839921
"6548","L1 37","gap",2,"0.5","!","{The_truck}",1,1698,"L1","0.5",-0.610886010657535
"6572","L1 37","gap",8,"0.5","!","{The_bridge}",0,2343,"L1","0.5",-0.142065140690298
"6589","L1 37","gap",11,"-0.5","!","{The_table}",1,2760,"L1","0.5",0.161033003148986
"6606","L1 37","gap",5,"-0.5","!","{The_taxi}",0,1327,"L1","0.5",-0.880548867646442
"6610","L1 37","gap",1,"-0.5","!","{The_car}",0,2294,"L1","0.5",-0.177680989726569
"6618","L1 37","gap",4,"0.5","!","{The_door}",1,1752,"L1","0.5",-0.571635891311441
"6621","L1 37","gap",7,"-0.5","!","{The_tower}",0,2379,"L1","0.5",-0.115898394459568
"6639","L1 37","gap",10,"0.5","!","{The_car}",1,1832,"L1","0.5",-0.513487566354264
"6659","L1 37","gap",3,"-0.5","!","{The_island}",1,4662,"L1","0.5",1.54350942900586
"6676","L1 38","gap",8,"-0.5","!","{The_bridge}",0,2419,"L1","0.5",-0.0868242319809801
"6687","L1 38","gap",4,"-0.5","!","{The_door}",1,1349,"L1","0.5",-0.864558078283219
"6695","L1 38","gap",7,"0.5","!","{The_tower}",0,1533,"L1","0.5",-0.730816930881712
"6708","L1 38","gap",5,"0.5","!","{The_car}",1,1889,"L1","0.5",-0.472056884822276
"6723","L1 38","gap",2,"-0.5","!","{The_truck}",1,1772,"L1","0.5",-0.557098810072147
"6740","L1 38","gap",6,"-0.5","!","{The_race}",1,1691,"L1","0.5",-0.615973989091288
"6764","L1 38","gap",3,"0.5","!","{The_island}",1,1504,"L1","0.5",-0.751895698678689
"6775","L1 38","gap",11,"0.5","!","{The_room}",0,2090,"L1","0.5",-0.325959218367369
"6779","L1 38","gap",12,"-0.5","!","{The_cake}",0,3414,"L1","0.5",0.636395559673905
"6788","L1 38","gap",1,"0.5","!","{The_bicycle}",1,1097,"L1","0.5",-1.04772530189833
"6812","L1 38","gap",10,"-0.5","!","{The_car}",1,2639,"L1","0.5",0.0730836616512559
"6819","L1 38","gap",9,"0.5","!","{The_table}",1,1470,"L1","0.5",-0.776608736785489
"6856","L1 39","gap",5,"-0.5","!","{The_car}",1,4436,"L1","0.5",1.37924041100184
"6872","L1 39","gap",3,"-0.5","!","{The_ship}",0,2829,"L1","0.5",0.211185933424551
"6891","L1 39","gap",4,"0.5","!","{The_door}",1,3896,"L1","0.5",0.986739217540895
"6911","L1 39","gap",9,"-0.5","!","{The_table}",1,4566,"L1","0.5",1.47373143905725
"6914","L1 39","gap",12,"0.5","!","{The_bread}",1,1644,"L1","0.5",-0.65013613000363
"6947","L1 39","gap",11,"-0.5","!","{The_table}",1,2214,"L1","0.5",-0.235829314683745
"6958","L1 39","gap",2,"0.5","!","{The_truck}",1,1841,"L1","0.5",-0.506945879796582
"6968","L1 39","gap",10,"0.5","!","{The_car}",1,2565,"L1","0.5",0.0192964610658674
"6974","L1 39","gap",7,"-0.5","!","{The_sky}",1,1595,"L1","0.5",-0.6857519790399
"6981","L1 39","gap",6,"0.5","!","{The_race}",1,2584,"L1","0.5",0.0331066882431969
"7004","L1 39","gap",8,"0.5","!","{The_church}",1,2631,"L1","0.5",0.0672688291555382
"7011","L1 39","gap",1,"-0.5","!","{The_bicycle}",1,1318,"L1","0.5",-0.887090554204125
"7035","L1 40","gap",8,"-0.5","!","{The_church}",1,2968,"L1","0.5",0.312218648037645
"7045","L1 40","gap",4,"-0.5","!","{The_window}",0,1904,"L1","0.5",-0.461154073892805
"7053","L1 40","gap",10,"-0.5","!","{The_car}",1,1877,"L1","0.5",-0.480779133565852
"7056","L1 40","gap",7,"0.5","!","{The_sky}",1,1991,"L1","0.5",-0.397917770501876
"7062","L1 40","gap",12,"-0.5","!","{The_bread}",1,3551,"L1","0.5",0.73597456616307
"7074","L1 40","gap",11,"0.5","!","{The_table}",1,2834,"L1","0.5",0.214820203734374
"7094","L1 40","gap",9,"0.5","!","{The_table}",1,3016,"L1","0.5",0.347107643011951
"7108","L1 40","gap",5,"0.5","!","{The_taxi}",0,3455,"L1","0.5",0.666196576214458
"7114","L1 40","gap",3,"0.5","!","{The_island}",1,2671,"L1","0.5",0.0963429916341266
"7125","L1 40","gap",6,"-0.5","!","{The_race}",1,6225,"L1","0.5",2.6795823278567
"7147","L1 40","gap",1,"0.5","!","{The_bicycle}",1,1136,"L1","0.5",-1.0193779934817
"7163","L1 40","gap",2,"-0.5","!","{The_wall}",0,5433,"L1","0.5",2.10391391078065
