"","subject","type","item","condition","question","correct_answer","response","rt","group","disamb_type","z_scored_rt"
"938","L1 6","gap",13,"0.5","!","{Yes}",0,1794,"L1","-0.5",-0.395536412010043
"966","L1 6","gap",14,"-0.5","!","{Yes}",0,7162,"L1","-0.5",3.65248810536545
"981","L1 6","gap",18,"-0.5","!","{Yes}",0,1361,"L1","-0.5",-0.722062979823677
"988","L1 6","gap",17,"0.5","!","{Yes}",0,1259,"L1","-0.5",-0.798981478477236
"995","L1 6","gap",19,"0.5","!","{Yes}",0,2283,"L1","-0.5",-0.0267800802297497
"1013","L1 6","gap",21,"0.5","!","{Yes}",0,1322,"L1","-0.5",-0.751472994014744
"1039","L1 6","gap",16,"-0.5","!","{Yes}",0,3171,"L1","-0.5",0.642863319812992
"1057","L1 6","gap",22,"-0.5","!","{No}",1,2774,"L1","-0.5",0.343484457406496
"1064","L1 6","gap",20,"-0.5","!","{No}",1,1704,"L1","-0.5",-0.463405675527889
"1072","L1 6","gap",23,"0.5","!","{Yes}",0,3795,"L1","-0.5",1.11342354687005
"1122","L1 7","gap",21,"-0.5","!","{Yes}",0,3388,"L1","-0.5",0.806503655183797
"1129","L1 7","gap",16,"0.5","!","{No}",1,6886,"L1","-0.5",3.44435569724406
"1135","L1 7","gap",17,"-0.5","!","{Yes}",0,2362,"L1","-0.5",0.0327940510803591
"1153","L1 7","gap",13,"-0.5","!","{Yes}",0,1579,"L1","-0.5",-0.557668541524896
"1161","L1 7","gap",20,"0.5","!","{No}",1,1639,"L1","-0.5",-0.512422365846333
"1168","L1 7","gap",14,"0.5","!","{Yes}",0,1477,"L1","-0.5",-0.634587040178454
"1194","L1 7","gap",22,"0.5","!","{No}",1,2243,"L1","-0.5",-0.0569441973487921
"1198","L1 7","gap",24,"0.5","!","{No}",1,2552,"L1","-0.5",0.176073607395811
"1210","L1 7","gap",23,"-0.5","!","{Yes}",0,2854,"L1","-0.5",0.403812691644581
"1227","L1 7","gap",15,"-0.5","!","{No}",1,2865,"L1","-0.5",0.412107823852317
"1235","L1 7","gap",18,"0.5","!","{No}",1,2089,"L1","-0.5",-0.173076048257105
"1256","L1 7","gap",19,"-0.5","!","{No}",1,4296,"L1","-0.5",1.49122911378606
"1288","L1 8","gap",22,"-0.5","!","{Yes}",0,2289,"L1","-0.5",-0.0222554626618933
"1326","L1 8","gap",14,"-0.5","!","{Yes}",0,1449,"L1","-0.5",-0.655701922161784
"1330","L1 8","gap",13,"0.5","!","{Yes}",0,1958,"L1","-0.5",-0.271863531821969
"1339","L1 8","gap",15,"0.5","!","{No}",1,4640,"L1","-0.5",1.75064052100982
"1360","L1 8","gap",17,"0.5","!","{No}",1,3170,"L1","-0.5",0.642109216885016
"1367","L1 8","gap",19,"0.5","!","{Yes}",0,2547,"L1","-0.5",0.17230309275593
"1374","L1 8","gap",21,"0.5","!","{Yes}",0,2742,"L1","-0.5",0.319353163711262
"1386","L1 8","gap",23,"0.5","!","{Yes}",0,5719,"L1","-0.5",2.56431758029599
"1395","L1 8","gap",20,"-0.5","!","{No}",1,4066,"L1","-0.5",1.31778544035157
"1399","L1 8","gap",16,"-0.5","!","{Yes}",0,1675,"L1","-0.5",-0.485274660439194
"1406","L1 8","gap",24,"-0.5","!","{No}",1,1534,"L1","-0.5",-0.591603173283819
"1427","L1 8","gap",18,"-0.5","!","{Yes}",0,3483,"L1","-0.5",0.878143433341523
"1464","L1 9","gap",20,"0.5","!","{Yes}",0,1601,"L1","-0.5",-0.541078277109423
"1486","L1 9","gap",16,"0.5","!","{No}",1,1481,"L1","-0.5",-0.63157062846655
"1495","L1 9","gap",15,"-0.5","!","{Yes}",0,1144,"L1","-0.5",-0.885703315194482
"1503","L1 9","gap",19,"-0.5","!","{Yes}",0,1189,"L1","-0.5",-0.85176868343556
"1513","L1 9","gap",13,"-0.5","!","{Yes}",0,1045,"L1","-0.5",-0.960359505064112
"1536","L1 9","gap",14,"0.5","!","{No}",1,1488,"L1","-0.5",-0.626291907970718
"1544","L1 9","gap",17,"-0.5","!","{Yes}",0,1214,"L1","-0.5",-0.832916110236158
"1555","L1 9","gap",22,"0.5","!","{No}",1,2462,"L1","-0.5",0.108204343877965
"1558","L1 9","gap",24,"0.5","!","{No}",1,1380,"L1","-0.5",-0.707735024192132
"1565","L1 9","gap",23,"-0.5","!","{No}",1,1118,"L1","-0.5",-0.90530999132186
"1582","L1 9","gap",21,"-0.5","!","{No}",1,1237,"L1","-0.5",-0.815571742892709
"1594","L1 9","gap",18,"0.5","!","{No}",1,1721,"L1","-0.5",-0.450585925752296
"1676","L1 10","gap",18,"-0.5","!","{Yes}",0,2703,"L1","-0.5",0.289943149520196
"1686","L1 10","gap",13,"0.5","!","{Yes}",0,1717,"L1","-0.5",-0.4536023374642
"1689","L1 10","gap",21,"0.5","!","{Yes}",0,1199,"L1","-0.5",-0.844227654155799
"1744","L1 10","gap",15,"0.5","!","{Yes}",0,1448,"L1","-0.5",-0.65645602508976
"1752","L1 10","gap",20,"-0.5","!","{No}",1,1275,"L1","-0.5",-0.786915831629619
"1756","L1 10","gap",17,"0.5","!","{Yes}",0,1298,"L1","-0.5",-0.769571464286169
"1759","L1 10","gap",24,"-0.5","!","{Yes}",0,1482,"L1","-0.5",-0.630816525538574
"1767","L1 10","gap",22,"-0.5","!","{Yes}",0,1491,"L1","-0.5",-0.624029599186789
"1777","L1 10","gap",19,"0.5","!","{Yes}",0,2244,"L1","-0.5",-0.0561900944208161
"1785","L1 10","gap",23,"0.5","!","{Yes}",0,3138,"L1","-0.5",0.617977923189782
"1789","L1 10","gap",14,"-0.5","!","{Yes}",0,3362,"L1","-0.5",0.786896979056419
"1792","L1 10","gap",16,"-0.5","!","{No}",1,685,"L1","-0.5",-1.23183655913549
"1819","L1 11","gap",19,"-0.5","!","{Yes}",0,2521,"L1","-0.5",0.152696416628553
"1842","L1 11","gap",18,"0.5","!","{No}",1,1905,"L1","-0.5",-0.311830987004701
"1845","L1 11","gap",24,"0.5","!","{No}",1,2829,"L1","-0.5",0.384960118445179
"1864","L1 11","gap",22,"0.5","!","{No}",1,4160,"L1","-0.5",1.38867111558132
"1871","L1 11","gap",23,"-0.5","!","{No}",1,3855,"L1","-0.5",1.15866972254862
"1896","L1 11","gap",16,"0.5","!","{No}",1,2655,"L1","-0.5",0.253746208977345
"1911","L1 11","gap",20,"0.5","!","{No}",1,3492,"L1","-0.5",0.884930359693307
"1919","L1 11","gap",21,"-0.5","!","{Yes}",0,2565,"L1","-0.5",0.185876945459499
"1922","L1 11","gap",15,"-0.5","!","{Yes}",0,1594,"L1","-0.5",-0.546356997605255
"1934","L1 11","gap",13,"-0.5","!","{Yes}",0,1005,"L1","-0.5",-0.990523622183155
"1953","L1 11","gap",17,"-0.5","!","{No}",1,2521,"L1","-0.5",0.152696416628553
"1970","L1 11","gap",14,"0.5","!","{Yes}",0,2973,"L1","-0.5",0.493550940073732
"2001","L1 12","gap",17,"0.5","!","{Yes}",0,2260,"L1","-0.5",-0.0441244475731991
"2020","L1 12","gap",15,"0.5","!","{Yes}",0,1517,"L1","-0.5",-0.604422923059412
"2042","L1 12","gap",23,"0.5","!","{No}",1,1902,"L1","-0.5",-0.314093295788629
"2046","L1 12","gap",20,"-0.5","!","{Yes}",0,2629,"L1","-0.5",0.234139532849967
"2053","L1 12","gap",13,"0.5","!","{Yes}",0,2726,"L1","-0.5",0.307287516863645
"2057","L1 12","gap",24,"-0.5","!","{Yes}",0,3696,"L1","-0.5",1.03876735700042
"2076","L1 12","gap",14,"-0.5","!","{Yes}",0,2182,"L1","-0.5",-0.102944475955332
"2091","L1 12","gap",21,"0.5","!","{Yes}",0,1799,"L1","-0.5",-0.391765897370163
"2105","L1 12","gap",18,"-0.5","!","{Yes}",0,1430,"L1","-0.5",-0.670029877793329
"2125","L1 12","gap",16,"-0.5","!","{No}",1,3225,"L1","-0.5",0.683584877923699
"2128","L1 12","gap",22,"-0.5","!","{Yes}",0,1521,"L1","-0.5",-0.601406511347508
"2150","L1 12","gap",19,"0.5","!","{Yes}",0,2162,"L1","-0.5",-0.118026534514853
"2183","L1 13","gap",18,"0.5","!","{Yes}",0,2054,"L1","-0.5",-0.199469650736268
"2187","L1 13","gap",16,"0.5","!","{No}",1,2257,"L1","-0.5",-0.0463867563571273
"2195","L1 13","gap",22,"0.5","!","{Yes}",0,2414,"L1","-0.5",0.0720074033351142
"2237","L1 13","gap",23,"-0.5","!","{Yes}",0,1844,"L1","-0.5",-0.35783126561124
"2244","L1 13","gap",19,"-0.5","!","{Yes}",0,1627,"L1","-0.5",-0.521471600982045
"2249","L1 13","gap",20,"0.5","!","{No}",1,2005,"L1","-0.5",-0.236420694207094
"2256","L1 13","gap",13,"-0.5","!","{Yes}",0,2845,"L1","-0.5",0.397025765292796
"2290","L1 13","gap",17,"-0.5","!","{Yes}",0,2159,"L1","-0.5",-0.120288843298781
"2301","L1 13","gap",15,"-0.5","!","{Yes}",0,2863,"L1","-0.5",0.410599617996365
"2311","L1 13","gap",21,"-0.5","!","{Yes}",0,1805,"L1","-0.5",-0.387241279802307
"2320","L1 13","gap",24,"0.5","!","{No}",1,3081,"L1","-0.5",0.574994056295146
"2328","L1 13","gap",14,"0.5","!","{No}",1,1539,"L1","-0.5",-0.587832658643939
"2388","L1 14","gap",18,"-0.5","!","{No}",1,1517,"L1","-0.5",-0.604422923059412
"2400","L1 14","gap",21,"0.5","!","{Yes}",0,1342,"L1","-0.5",-0.736390935455222
"2439","L1 14","gap",19,"0.5","!","{Yes}",0,1381,"L1","-0.5",-0.706980921264156
"2446","L1 14","gap",23,"0.5","!","{Yes}",0,2746,"L1","-0.5",0.322369575423166
"2456","L1 14","gap",24,"-0.5","!","{No}",1,3699,"L1","-0.5",1.04102966578435
"2464","L1 14","gap",15,"0.5","!","{Yes}",0,1802,"L1","-0.5",-0.389503588586235
"2475","L1 14","gap",22,"-0.5","!","{Yes}",0,2010,"L1","-0.5",-0.232650179567214
"2491","L1 14","gap",17,"0.5","!","{No}",1,2457,"L1","-0.5",0.104433829238085
"2494","L1 14","gap",20,"-0.5","!","{Yes}",0,1769,"L1","-0.5",-0.414388985209445
"2500","L1 14","gap",13,"0.5","!","{Yes}",0,2185,"L1","-0.5",-0.100682167171404
"2511","L1 14","gap",14,"-0.5","!","{Yes}",0,1595,"L1","-0.5",-0.545602894677279
"2515","L1 14","gap",16,"-0.5","!","{Yes}",0,1706,"L1","-0.5",-0.461897469671937
"2536","L1 15","gap",23,"-0.5","!","{Yes}",0,2387,"L1","-0.5",0.0516466242797606
"2570","L1 15","gap",22,"0.5","!","{Yes}",0,1662,"L1","-0.5",-0.495077998502883
"2574","L1 15","gap",17,"-0.5","!","{Yes}",0,1825,"L1","-0.5",-0.372159221242785
"2581","L1 15","gap",19,"-0.5","!","{Yes}",0,4118,"L1","-0.5",1.35699879260632
"2598","L1 15","gap",13,"-0.5","!","{Yes}",0,3107,"L1","-0.5",0.594600732422524
"2605","L1 15","gap",15,"-0.5","!","{Yes}",0,2993,"L1","-0.5",0.508632998633253
"2609","L1 15","gap",18,"0.5","!","{No}",1,2282,"L1","-0.5",-0.0275341831577258
"2656","L1 15","gap",24,"0.5","!","{No}",1,6838,"L1","-0.5",3.40815875670121
"2660","L1 15","gap",21,"-0.5","!","{Yes}",0,3136,"L1","-0.5",0.61646971733383
"2668","L1 15","gap",14,"0.5","!","{No}",1,4875,"L1","-0.5",1.9278547090842
"2685","L1 15","gap",20,"0.5","!","{No}",1,4957,"L1","-0.5",1.98969114917824
"2695","L1 15","gap",16,"0.5","!","{No}",1,11150,"L1","-0.5",6.65985058213398
"2716","L1 16","gap",23,"0.5","!","{No}",1,1974,"L1","-0.5",-0.259797884974352
"2719","L1 16","gap",16,"-0.5","!","{No}",1,1396,"L1","-0.5",-0.695669377344515
"2722","L1 16","gap",18,"-0.5","!","{No}",1,2070,"L1","-0.5",-0.187404003888651
"2735","L1 16","gap",20,"-0.5","!","{No}",1,3748,"L1","-0.5",1.07798070925518
"2749","L1 16","gap",14,"-0.5","!","{Yes}",0,1406,"L1","-0.5",-0.688128348064755
"2761","L1 16","gap",19,"0.5","!","{No}",1,1712,"L1","-0.5",-0.45737285210408
"2783","L1 16","gap",21,"0.5","!","{Yes}",0,1904,"L1","-0.5",-0.312585089932677
"2786","L1 16","gap",13,"0.5","!","{Yes}",0,1627,"L1","-0.5",-0.521471600982045
"2793","L1 16","gap",22,"-0.5","!","{No}",1,1922,"L1","-0.5",-0.299011237229107
"2830","L1 16","gap",24,"-0.5","!","{Yes}",0,1690,"L1","-0.5",-0.473963116519553
"2868","L1 16","gap",15,"0.5","!","{No}",1,2382,"L1","-0.5",0.0478761096398803
"2874","L1 16","gap",17,"0.5","!","{Yes}",0,2105,"L1","-0.5",-0.161010401409488
"2908","L1 17","gap",16,"0.5","!","{No}",1,3505,"L1","-0.5",0.894733697756996
"2923","L1 17","gap",13,"-0.5","!","{Yes}",0,1810,"L1","-0.5",-0.383470765162426
"2930","L1 17","gap",19,"-0.5","!","{Yes}",0,2885,"L1","-0.5",0.427189882411839
"2954","L1 17","gap",18,"0.5","!","{Yes}",0,1879,"L1","-0.5",-0.331437663132078
"2991","L1 17","gap",15,"-0.5","!","{Yes}",0,2080,"L1","-0.5",-0.17986297460889
"2999","L1 17","gap",24,"0.5","!","{Yes}",0,2088,"L1","-0.5",-0.173830151185081
"3002","L1 17","gap",23,"-0.5","!","{Yes}",0,1260,"L1","-0.5",-0.798227375549259
"3015","L1 17","gap",17,"-0.5","!","{Yes}",0,1909,"L1","-0.5",-0.308814575292796
"3019","L1 17","gap",22,"0.5","!","{Yes}",0,2885,"L1","-0.5",0.427189882411839
"3036","L1 17","gap",14,"0.5","!","{Yes}",0,2251,"L1","-0.5",-0.0509113739249836
"3048","L1 17","gap",20,"0.5","!","{No}",1,2761,"L1","-0.5",0.333681119342807
"3059","L1 17","gap",21,"-0.5","!","{Yes}",0,2073,"L1","-0.5",-0.185141695104722
"3091","L1 18","gap",14,"-0.5","!","{Yes}",0,1119,"L1","-0.5",-0.904555888393884
"3095","L1 18","gap",22,"-0.5","!","{Yes}",0,1283,"L1","-0.5",-0.78088300820581
"3106","L1 18","gap",24,"-0.5","!","{No}",1,2434,"L1","-0.5",0.0870894618946354
"3116","L1 18","gap",20,"-0.5","!","{No}",1,4687,"L1","-0.5",1.7860833586247
"3132","L1 18","gap",17,"0.5","!","{Yes}",0,1301,"L1","-0.5",-0.767309155502241
"3147","L1 18","gap",21,"0.5","!","{Yes}",0,2158,"L1","-0.5",-0.121042946226757
"3175","L1 18","gap",15,"0.5","!","{Yes}",0,3267,"L1","-0.5",0.715257200898694
"3195","L1 18","gap",19,"0.5","!","{Yes}",0,1912,"L1","-0.5",-0.306552266508868
"3211","L1 18","gap",16,"-0.5","!","{Yes}",0,2772,"L1","-0.5",0.341976251550544
"3214","L1 18","gap",13,"0.5","!","{Yes}",0,1068,"L1","-0.5",-0.943015137720663
"3218","L1 18","gap",23,"0.5","!","{Yes}",0,1492,"L1","-0.5",-0.623275496258813
"3221","L1 18","gap",18,"-0.5","!","{No}",1,3617,"L1","-0.5",0.979193225690315
"3263","L1 19","gap",16,"0.5","!","{No}",1,7487,"L1","-0.5",3.89757155695767
"3289","L1 19","gap",23,"-0.5","!","{Yes}",0,3690,"L1","-0.5",1.03424273943257
"3293","L1 19","gap",15,"-0.5","!","{Yes}",0,2301,"L1","-0.5",-0.0132062275261806
"3299","L1 19","gap",20,"0.5","!","{No}",1,3263,"L1","-0.5",0.712240789186789
"3316","L1 19","gap",13,"-0.5","!","{Yes}",0,9527,"L1","-0.5",5.43594153002883
"3319","L1 19","gap",22,"0.5","!","{Yes}",0,2026,"L1","-0.5",-0.220584532719597
"3337","L1 19","gap",17,"-0.5","!","{Yes}",0,3349,"L1","-0.5",0.777093640992731
"3340","L1 19","gap",21,"-0.5","!","{Yes}",0,1883,"L1","-0.5",-0.328421251420174
"3354","L1 19","gap",19,"-0.5","!","{Yes}",0,2379,"L1","-0.5",0.0456138008559521
"3379","L1 19","gap",24,"0.5","!","{Yes}",0,3202,"L1","-0.5",0.66624051058025
"3402","L1 19","gap",14,"0.5","!","{Yes}",0,2656,"L1","-0.5",0.254500311905321
"3419","L1 19","gap",18,"0.5","!","{Yes}",0,2546,"L1","-0.5",0.171548989827954
"3467","L1 20","gap",15,"0.5","!","{Yes}",0,1697,"L1","-0.5",-0.468684396023721
"3474","L1 20","gap",22,"-0.5","!","{No}",1,3888,"L1","-0.5",1.18355511917183
"3496","L1 20","gap",17,"0.5","!","{Yes}",0,11287,"L1","-0.5",6.7631626832667
"3503","L1 20","gap",24,"-0.5","!","{Yes}",0,2117,"L1","-0.5",-0.151961166273776
"3519","L1 20","gap",21,"0.5","!","{Yes}",0,2522,"L1","-0.5",0.153450519556529
"3533","L1 20","gap",14,"-0.5","!","{Yes}",0,3927,"L1","-0.5",1.21296513336289
"3540","L1 20","gap",13,"0.5","!","{Yes}",0,1551,"L1","-0.5",-0.578783423508226
"3544","L1 20","gap",23,"0.5","!","{Yes}",0,4369,"L1","-0.5",1.54627862752831
"3563","L1 20","gap",19,"0.5","!","{No}",1,2324,"L1","-0.5",0.00413813981726877
"3570","L1 20","gap",16,"-0.5","!","{Yes}",0,1522,"L1","-0.5",-0.600652408419532
"3573","L1 20","gap",18,"-0.5","!","{No}",1,2998,"L1","-0.5",0.512403513273133
"3592","L1 20","gap",20,"-0.5","!","{No}",1,1766,"L1","-0.5",-0.416651293993373
"3621","L1 21","gap",17,"-0.5","!","{Yes}",0,1258,"L1","-0.5",-0.799735581405212
"3638","L1 21","gap",21,"-0.5","!","{Yes}",0,1021,"L1","-0.5",-0.978457975335538
"3644","L1 21","gap",18,"0.5","!","{No}",1,1797,"L1","-0.5",-0.393274103226115
"3651","L1 21","gap",19,"-0.5","!","{Yes}",0,1108,"L1","-0.5",-0.912851020601621
"3662","L1 21","gap",24,"0.5","!","{Yes}",0,2156,"L1","-0.5",-0.122551152082709
"3670","L1 21","gap",22,"0.5","!","{No}",1,2004,"L1","-0.5",-0.237174797135071
"3698","L1 21","gap",14,"0.5","!","{Yes}",0,1461,"L1","-0.5",-0.646652687026071
"3701","L1 21","gap",23,"-0.5","!","{No}",1,1083,"L1","-0.5",-0.931703593801022
"3704","L1 21","gap",16,"0.5","!","{No}",1,1130,"L1","-0.5",-0.896260756186147
"3718","L1 21","gap",15,"-0.5","!","{No}",1,952,"L1","-0.5",-1.03049107736589
"3754","L1 21","gap",20,"0.5","!","{No}",1,1213,"L1","-0.5",-0.833670213164134
"3779","L1 21","gap",13,"-0.5","!","{Yes}",0,1121,"L1","-0.5",-0.903047682537932
"3808","L1 22","gap",15,"0.5","!","{Yes}",0,3088,"L1","-0.5",0.580272776790979
"3812","L1 22","gap",13,"0.5","!","{Yes}",0,2030,"L1","-0.5",-0.217568121007693
"3815","L1 22","gap",20,"-0.5","!","{No}",1,4021,"L1","-0.5",1.28385080859264
"3819","L1 22","gap",23,"0.5","!","{Yes}",0,2466,"L1","-0.5",0.111220755589869
"3848","L1 22","gap",18,"-0.5","!","{Yes}",0,2202,"L1","-0.5",-0.0878624173958106
"3855","L1 22","gap",16,"-0.5","!","{Yes}",0,4134,"L1","-0.5",1.36906443945394
"3863","L1 22","gap",24,"-0.5","!","{Yes}",0,1880,"L1","-0.5",-0.330683560204102
"3879","L1 22","gap",21,"0.5","!","{Yes}",0,2561,"L1","-0.5",0.182860533747595
"3885","L1 22","gap",19,"0.5","!","{Yes}",0,2388,"L1","-0.5",0.0524007272077366
"3896","L1 22","gap",17,"0.5","!","{Yes}",0,2816,"L1","-0.5",0.37515678038149
"3923","L1 22","gap",22,"-0.5","!","{Yes}",0,2240,"L1","-0.5",-0.0592065061327203
"3938","L1 22","gap",14,"-0.5","!","{Yes}",0,1844,"L1","-0.5",-0.35783126561124
"3986","L1 23","gap",15,"-0.5","!","{Yes}",0,2929,"L1","-0.5",0.460370411242785
"3998","L1 23","gap",20,"0.5","!","{No}",1,2871,"L1","-0.5",0.416632441420174
"4009","L1 23","gap",24,"0.5","!","{No}",1,1526,"L1","-0.5",-0.597635996707627
"4042","L1 23","gap",17,"-0.5","!","{No}",1,1307,"L1","-0.5",-0.762784537934385
"4045","L1 23","gap",19,"-0.5","!","{No}",1,1331,"L1","-0.5",-0.744686067662959
"4056","L1 23","gap",14,"0.5","!","{Yes}",0,2348,"L1","-0.5",0.0222366100886942
"4083","L1 23","gap",18,"0.5","!","{Yes}",0,3076,"L1","-0.5",0.571223541655266
"4090","L1 23","gap",16,"0.5","!","{Yes}",0,1957,"L1","-0.5",-0.272617634749945
"4101","L1 23","gap",13,"-0.5","!","{Yes}",0,1529,"L1","-0.5",-0.595373687923699
"4112","L1 23","gap",23,"-0.5","!","{No}",1,3623,"L1","-0.5",0.983717843258171
"4118","L1 23","gap",21,"-0.5","!","{Yes}",0,1357,"L1","-0.5",-0.725079391535582
"4125","L1 23","gap",22,"0.5","!","{Yes}",0,3647,"L1","-0.5",1.0018163135296
"4156","L1 24","gap",13,"0.5","!","{Yes}",0,1926,"L1","-0.5",-0.295994825517203
"4178","L1 24","gap",23,"0.5","!","{Yes}",0,2437,"L1","-0.5",0.0893517706785636
"4182","L1 24","gap",19,"0.5","!","{Yes}",0,1500,"L1","-0.5",-0.617242672835005
"4192","L1 24","gap",14,"-0.5","!","{Yes}",0,1550,"L1","-0.5",-0.579537526436202
"4230","L1 24","gap",20,"-0.5","!","{No}",1,2259,"L1","-0.5",-0.0448785505011752
"4240","L1 24","gap",21,"0.5","!","{Yes}",0,1778,"L1","-0.5",-0.40760205885766
